AW_ST_CMC,SMILES,Temp_Celsius,source_doi,reference_doi,Molecular_Weight,InChI,CMC,pCMC,Gamma_max
35.0,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,628.7070000000004,"InChI=1S/C31H68N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-28-32(3,4)30-27-31-33(5,6)29-26-24-22-20-18-16-14-12-10-8-2;;/h7-31H2,1-6H3;2*1H/q+2;;/p-2",0.00091,3.0409586076789066,1.5800000000000001e-06
39.8,CCCCCCCCCCCC[N+](C)(C)CCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,642.7340000000005,"InChI=1S/C32H70N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-29-33(3,4)31-27-28-32-34(5,6)30-26-24-22-20-18-16-14-12-10-8-2;;/h7-32H2,1-6H3;2*1H/q+2;;/p-2",0.001,3.0,1.4299999999999999e-06
42.5,CCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,670.7880000000006,"InChI=1S/C34H74N2.2BrH/c1-7-9-11-13-15-17-19-21-23-27-31-35(3,4)33-29-25-26-30-34-36(5,6)32-28-24-22-20-18-16-14-12-10-8-2;;/h7-34H2,1-6H3;2*1H/q+2;;/p-2",0.0011200000000000001,2.9507819773298185,1.16e-06
42.8,CCCCCCCCCCCC[N+](C)(C)CCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,698.8420000000006,"InChI=1S/C36H78N2.2BrH/c1-7-9-11-13-15-17-19-21-25-29-33-37(3,4)35-31-27-23-24-28-32-36-38(5,6)34-30-26-22-20-18-16-14-12-10-8-2;;/h7-36H2,1-6H3;2*1H/q+2;;/p-2",0.0008900000000000001,3.050609993355087,9.399999999999999e-07
43.0,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,726.8960000000004,"InChI=1S/C38H82N2.2BrH/c1-7-9-11-13-15-17-19-23-27-31-35-39(3,4)37-33-29-25-21-22-26-30-34-38-40(5,6)36-32-28-24-20-18-16-14-12-10-8-2;;/h7-38H2,1-6H3;2*1H/q+2;;/p-2",0.00032,3.494850021680094,7.5e-07
41.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,754.9500000000003,"InChI=1S/C40H86N2.2BrH/c1-7-9-11-13-15-17-21-25-29-33-37-41(3,4)39-35-31-27-23-19-20-24-28-32-36-40-42(5,6)38-34-30-26-22-18-16-14-12-10-8-2;;/h7-40H2,1-6H3;2*1H/q+2;;/p-2",0.00028000000000000003,3.5528419686577806,7.3e-07
39.5,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,783.0040000000001,"InChI=1S/C42H90N2.2BrH/c1-7-9-11-13-15-17-23-27-31-35-39-43(3,4)41-37-33-29-25-21-19-20-22-26-30-34-38-42-44(5,6)40-36-32-28-24-18-16-14-12-10-8-2;;/h7-42H2,1-6H3;2*1H/q+2;;/p-2",0.00017999999999999998,3.744727494896694,8.3e-07
39.4,CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],25.0,10.1021/la00030a006,,811.058,"InChI=1S/C44H94N2.2BrH/c1-7-9-11-13-15-17-25-29-33-37-41-45(3,4)43-39-35-31-27-23-21-19-20-22-24-28-32-36-40-44-46(5,6)42-38-34-30-26-18-16-14-12-10-8-2;;/h7-44H2,1-6H3;2*1H/q+2;;/p-2",0.00014000000000000001,3.853871964321762,1.08e-06
