identifier,alpha,AW_ST_CMC,Pi_CMC,pC20,source_doi,SMILES,reference_doi,Temp_Celsius,method,Molecular_Weight,InChI,CMC,pCMC,C20,Gamma_max,Area_min
[C10mim][Br],,39.7,33.3,2.15,10.1021/la0633029,CCCCCCCCCCn1cc[n+](C)c1.[Br-],,25,tensiometry,303.288,"InChI=1S/C14H27N2.BrH/c1-3-4-5-6-7-8-9-10-11-16-13-12-15(2)14-16;/h12-14H,3-11H2,1-2H3;1H/q+1;/p-1",0.0293,1.5331323796458904,0.00707945784384138,1.72e-06,0.9670000000000001
[C12mim][Br],,39.4,33.6,2.67,10.1021/la0633029,CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],,25,tensiometry,331.342,"InChI=1S/C16H31N2.BrH/c1-3-4-5-6-7-8-9-10-11-12-13-18-15-14-17(2)16-18;/h14-16H,3-13H2,1-2H3;1H/q+1;/p-1",0.0109,1.9625735020593764,0.0021379620895022326,1.91e-06,0.868
[C12mim][BF4],,38.2,34.8,2.74,10.1021/la0633029,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,,25,tensiometry,310.188,"InChI=1S/C14H27N2.BF4/c1-3-4-5-6-7-8-9-10-11-16-13-12-15(2)14-16;2-1(3,4)5/h12-14H,3-11H2,1-2H3;/q+1;-1",0.0092,2.036212172654445,0.0018197008586099826,2.16e-06,0.767
[C10mim][Br],0.31,,,,10.1021/la0633029,CCCCCCCCCCn1cc[n+](C)c1.[Br-],,25,conductometry,303.288,"InChI=1S/C14H27N2.BrH/c1-3-4-5-6-7-8-9-10-11-16-13-12-15(2)14-16;/h12-14H,3-11H2,1-2H3;1H/q+1;/p-1",0.0329,1.4828041020500258,,,
[C12mim][Br],0.27,,,,10.1021/la0633029,CCCCCCCCCCCCn1cc[n+](C)c1.[Br-],,25,conductometry,331.342,"InChI=1S/C16H31N2.BrH/c1-3-4-5-6-7-8-9-10-11-12-13-18-15-14-17(2)16-18;/h14-16H,3-13H2,1-2H3;1H/q+1;/p-1",0.0085,2.070581074285707,,,
[C12mim][BF4],0.27,,,,10.1021/la0633029,CCCCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,,25,conductometry,310.188,"InChI=1S/C14H27N2.BF4/c1-3-4-5-6-7-8-9-10-11-16-13-12-15(2)14-16;2-1(3,4)5/h12-14H,3-11H2,1-2H3;/q+1;-1",0.0076,2.1191864077192086,,,
