identifier,pC20,CMC,AW_ST_CMC,SMILES,Temp_Celsius,source_doi,reference_doi,method,InChI,Molecular_Weight,C20,pCMC
5a,2.57,0.0137,39.8,CCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCC)c2)c1.[Br-].[Br-],25.0,10.1007/s11743-016-1850-7,,tensiometry,"InChI=1S/C27H43N4O.2BrH/c1-3-5-7-9-11-13-19-30-21-15-17-25(23-30)28-27(32)29-26-18-16-22-31(24-26)20-14-12-10-8-6-4-2;;/h15-18,21-24H,3-14,19-20H2,1-2H3,(H-,28,29,32);2*1H/q+1;;/p-1",600.4840000000004,0.0026915348039269166,1.8632794328435933
5b,3.97,0.000846,33.5,CCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCC)c2)c1.[Br-].[Br-],25.0,10.1007/s11743-016-1850-7,,tensiometry,"InChI=1S/C31H51N4O.2BrH/c1-3-5-7-9-11-13-15-17-23-34-25-19-21-29(27-34)32-31(36)33-30-22-20-26-35(28-30)24-18-16-14-12-10-8-6-4-2;;/h19-22,25-28H,3-18,23-24H2,1-2H3,(H-,32,33,36);2*1H/q+1;;/p-1",656.5920000000006,0.00010715193052376059,3.0726296369609765
5c,5.13,0.000167,30.7,CCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCC)c2)c1.[Br-].[Br-],25.0,10.1007/s11743-016-1850-7,,tensiometry,"InChI=1S/C35H59N4O.2BrH/c1-3-5-7-9-11-13-15-17-19-21-27-38-29-23-25-33(31-38)36-35(40)37-34-26-24-30-39(32-34)28-22-20-18-16-14-12-10-8-6-4-2;;/h23-26,29-32H,3-22,27-28H2,1-2H3,(H-,36,37,40);2*1H/q+1;;/p-1",712.7000000000005,7.413102413009177e-06,3.7772835288524167
5d,5.03,1.55e-05,36.2,CCCCCCCCCCCCCC[n+]1cccc(NC(=O)Nc2ccc[n+](CCCCCCCCCCCCCC)c2)c1.[Br-].[Br-],25.0,10.1007/s11743-016-1850-7,,tensiometry,"InChI=1S/C39H67N4O.2BrH/c1-3-5-7-9-11-13-15-17-19-21-23-25-31-42-33-27-29-37(35-42)40-39(44)41-38-30-28-34-43(36-38)32-26-24-22-20-18-16-14-12-10-8-6-4-2;;/h27-30,33-36H,3-26,31-32H2,1-2H3,(H-,40,41,44);2*1H/q+1;;/p-1",768.8080000000004,9.332543007969906e-06,4.809668301829708
