identifier,CMC,Pi_CMC,pC20,Area_min,source_doi,reference_doi,SMILES,Temp_Celsius,method,pCMC,C20,Molecular_Weight,InChI
Pa,0.001,43,5.53,3.16,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],25.0,tensiometry,3.0,2.951209226666384e-06,549.5940000000003,"InChI=1S/C29H44N2O3.BrH/c1-2-3-4-5-6-7-8-9-10-14-22-34-27(32)24-31-21-15-16-25-17-18-26(29(33)28(25)31)23-30-19-12-11-13-20-30;/h15-18,21H,2-14,19-20,22-24H2,1H3;1H"
Pb,0.0005,46,5.51,3.174,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],25.0,tensiometry,3.3010299956639813,3.090295432513592e-06,605.7020000000003,"InChI=1S/C33H52N2O3.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-18-26-38-31(36)28-35-25-19-20-29-21-22-30(33(37)32(29)35)27-34-23-16-15-17-24-34;/h19-22,25H,2-18,23-24,26-28H2,1H3;1H"
Pc,0.00025,48,5.94,2.944,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCCCC3)c(O)c21.[Br-],25.0,tensiometry,3.6020599913279625,1.1481536214968817e-06,633.7560000000003,"InChI=1S/C35H56N2O3.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-20-28-40-33(38)30-37-27-21-22-31-23-24-32(35(39)34(31)37)29-36-25-18-17-19-26-36;/h21-24,27H,2-20,25-26,28-30H2,1H3;1H"
Ma,0.00025,45,4.45,3.93,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],25.0,tensiometry,3.6020599913279625,3.5481338923357534e-05,551.5660000000003,"InChI=1S/C28H42N2O4.BrH/c1-2-3-4-5-6-7-8-9-10-11-19-34-26(31)23-30-16-12-13-24-14-15-25(28(32)27(24)30)22-29-17-20-33-21-18-29;/h12-16H,2-11,17-23H2,1H3;1H"
Mb,0.001,43,3.04,5.753,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],25.0,tensiometry,3.0,0.0009120108393559096,607.6740000000003,"InChI=1S/C32H50N2O4.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-23-38-30(35)27-34-20-16-17-28-18-19-29(32(36)31(28)34)26-33-21-24-37-25-22-33;/h16-20H,2-15,21-27H2,1H3;1H"
Mc,0.0016,40,3.12,5.905,10.1016/j.bmc.2005.07.031,,CCCCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc2ccc(CN3CCOCC3)c(O)c21.[Br-],25.0,tensiometry,2.795880017344075,0.0007585775750291835,635.7280000000002,"InChI=1S/C34H54N2O4.BrH/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-25-40-32(37)29-36-22-18-19-30-20-21-31(34(38)33(30)36)28-35-23-26-39-27-24-35;/h18-22H,2-17,23-29H2,1H3;1H"
