identifier,AW_ST_CMC,source_doi,Temp_Celsius,SMILES,reference_doi,Molecular_Weight,InChI,CMC,pCMC
4a,33.8,10.1007/s11743-998-0005-7,20.0,CCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],,575.5250000000005,"InChI=1S/C23H46NO7.HI/c1-5-6-7-8-9-10-11-12-14-19(25)30-17-18-20(26)21(27)22(28)23(31-18)29-16-13-15-24(2,3)4;/h18,20-23,26-28H,5-17H2,1-4H3;1H/q+1;/p-1/t18-,20-,21+,22-,23+;/m1./s1",0.0006900000000000001,3.161150909262745
4b,29.6,10.1007/s11743-998-0005-7,20.0,CCCCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],,603.5790000000006,"InChI=1S/C25H50NO7.HI/c1-5-6-7-8-9-10-11-12-13-14-16-21(27)32-19-20-22(28)23(29)24(30)25(33-20)31-18-15-17-26(2,3)4;/h20,22-25,28-30H,5-19H2,1-4H3;1H/q+1;/p-1/t20-,22-,23+,24-,25+;/m1./s1",4.6e-05,4.337242168318426
4c,27.3,10.1007/s11743-998-0005-7,20.0,CCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],,631.6330000000007,"InChI=1S/C27H54NO7.HI/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-23(29)34-21-22-24(30)25(31)26(32)27(35-22)33-20-17-19-28(2,3)4;/h22,24-27,30-32H,5-21H2,1-4H3;1H/q+1;/p-1/t22-,24-,25+,26-,27+;/m1./s1",5.6999999999999996e-05,4.2441251443275085
4d,33.5,10.1007/s11743-998-0005-7,20.0,CCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],,659.6870000000008,"InChI=1S/C29H58NO7.HI/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25(31)36-23-24-26(32)27(33)28(34)29(37-24)35-22-19-21-30(2,3)4;/h24,26-29,32-34H,5-23H2,1-4H3;1H/q+1;/p-1/t24-,26-,27+,28-,29+;/m1./s1",0.00011999999999999999,3.9208187539523753
4e,39.7,10.1007/s11743-998-0005-7,20.0,CCCCCCCCCCCCCCCCCCC(=O)OC[C@H]1O[C@H](OCCC[N+](C)(C)C)[C@H](O)[C@@H](O)[C@@H]1O.[I-],,687.7410000000007,"InChI=1S/C31H62NO7.HI/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-22-27(33)38-25-26-28(34)29(35)30(36)31(39-26)37-24-21-23-32(2,3)4;/h26,28-31,34-36H,5-25H2,1-4H3;1H/q+1;/p-1/t26-,28-,29+,30-,31+;/m1./s1",0.00015,3.8239087409443187
