identifier,AW_ST_CMC,Area_min,pC20,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,Gamma_max,pCMC,C20,Molecular_Weight,InChI
C12-PPDA-C12,36.31,0.75,3.57,28,10.1007/s11743-015-1752-0,,CCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCC)cc1.[Br-].[Br-],0.00117,2.2200000000000003e-06,2.9318141382538383,0.00026915348039269167,832.9359999999997,"InChI=1S/C42H78N4O2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-35-45(3,4)37-27-33-43-41(47)39-29-31-40(32-30-39)42(48)44-34-28-38-46(5,6)36-26-24-22-20-18-16-14-12-10-8-2;;/h29-32H,7-28,33-38H2,1-6H3;2*1H"
C14-PPDA-C14,40.89,0.89,4.13,28,10.1007/s11743-015-1752-0,,CCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCC)cc1.[Br-].[Br-],0.00021799999999999999,1.8600000000000002e-06,3.6615435063953954,7.413102413009176e-05,889.0439999999994,"InChI=1S/C46H86N4O2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-39-49(3,4)41-31-37-47-45(51)43-33-35-44(36-34-43)46(52)48-38-32-42-50(5,6)40-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h33-36H,7-32,37-42H2,1-6H3;2*1H"
C16-PPDA-C16,43.41,1.43,4.9,28,10.1007/s11743-015-1752-0,,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)c1ccc(C(=O)NCCC[N+](C)(C)CCCCCCCCCCCCCCCC)cc1.[Br-].[Br-],6.0100000000000004e-05,1.16e-06,4.221125527997261,1.2589254117941661e-05,945.1519999999992,"InChI=1S/C50H94N4O2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-43-53(3,4)45-35-41-51-49(55)47-37-39-48(40-38-47)50(56)52-42-36-46-54(5,6)44-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h37-40H,7-36,41-46H2,1-6H3;2*1H"
