identifier,AW_ST_CMC,Area_min,Temp_Celsius,source_doi,reference_doi,SMILES,method,CMC,Gamma_max,pCMC,Molecular_Weight,InChI
8-2-8-2-8,35.1,1.55,25.0,10.1016/j.jcis.2003.12.021,,CCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCC)CC[N+](C)(C)CCCCCCCC.[Br-].[Br-].[Br-],tensiometry,0.0136,1.0700000000000001e-06,1.8664610916297826,752.6880000000006,"InChI=1S/C33H74N3.3BrH/c1-9-12-15-18-21-24-27-34(4,5)30-32-36(8,29-26-23-20-17-14-11-3)33-31-35(6,7)28-25-22-19-16-13-10-2;;;/h9-33H2,1-8H3;3*1H/q+3;;;/p-3"
10-2-10-2-10,25.8,1.21,25.0,10.1016/j.jcis.2003.12.021,,CCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-].[Br-],tensiometry,0.00095,1.38e-06,3.0222763947111524,836.8500000000003,"InChI=1S/C39H86N3.3BrH/c1-9-12-15-18-21-24-27-30-33-40(4,5)36-38-42(8,35-32-29-26-23-20-17-14-11-3)39-37-41(6,7)34-31-28-25-22-19-16-13-10-2;;;/h9-39H2,1-8H3;3*1H/q+3;;;/p-3"
12-2-12-2-12,36.4,1.49,25.0,10.1016/j.jcis.2003.12.021,,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(CCCCCCCCCCCC)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],tensiometry,6.500000000000001e-05,1.1100000000000002e-06,4.187086643357144,921.0119999999998,"InChI=1S/C45H98N3.3BrH/c1-9-12-15-18-21-24-27-30-33-36-39-46(4,5)42-44-48(8,41-38-35-32-29-26-23-20-17-14-11-3)45-43-47(6,7)40-37-34-31-28-25-22-19-16-13-10-2;;;/h9-45H2,1-8H3;3*1H/q+3;;;/p-3"
12-2-12b,40.0,0.72,25.0,10.1016/j.jcis.2003.12.021,10.1016/S0021-9797(03)00694-5,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],,0.0011,2.31e-06,2.958607314841775,614.6800000000005,"InChI=1S/C30H66N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-31(3,4)29-30-32(5,6)28-26-24-22-20-18-16-14-12-10-8-2;;/h7-30H2,1-6H3;2*1H/q+2;;/p-2"
DTAB,39.0,0.49,25.0,10.1016/j.jcis.2003.12.021,10.1021/la960230k,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,0.015,3.42e-06,1.8239087409443189,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
