identifier,AW_ST_CMC,reference_doi,source_doi,method,SMILES,Molecular_Weight,InChI,CMC,pCMC,Temp_Celsius,Area_min
CTAC,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],320.005,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.0014,2.853871964321762,31.0,
CTAC,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],320.005,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.00146,2.835647144215563,41.0,
CTAC,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],320.005,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.00155,2.8096683018297086,51.0,
CTAC,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],320.005,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.0016200000000000001,2.7904849854573692,61.0,
CTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",,,21.0,
CTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.00091,3.0409586076789066,31.0,
CTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.0001,4.0,41.0,
CTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.0010500000000000002,2.9788107009300617,51.0,
CTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],364.45599999999996,"InChI=1S/C19H42N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1",0.0011200000000000001,2.9507819773298185,61.0,
CTAT,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,455.7490000000004,"InChI=1S/C19H42N.C7H8O3S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;1-6-2-4-7(5-3-6)11(8,9)10/h5-19H2,1-4H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",0.00022,3.657577319177794,21.0,
CTAT,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,455.7490000000004,"InChI=1S/C19H42N.C7H8O3S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;1-6-2-4-7(5-3-6)11(8,9)10/h5-19H2,1-4H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",0.00023999999999999998,3.619788758288394,31.0,
CTAT,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,455.7490000000004,"InChI=1S/C19H42N.C7H8O3S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;1-6-2-4-7(5-3-6)11(8,9)10/h5-19H2,1-4H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",0.00027,3.5686362358410126,41.0,
CTAT,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,455.7490000000004,"InChI=1S/C19H42N.C7H8O3S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;1-6-2-4-7(5-3-6)11(8,9)10/h5-19H2,1-4H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",0.00032,3.494850021680094,51.0,
CTAT,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCC[N+](C)(C)C.Cc1ccc(S(=O)(=O)[O-])cc1,455.7490000000004,"InChI=1S/C19H42N.C7H8O3S/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;1-6-2-4-7(5-3-6)11(8,9)10/h5-19H2,1-4H3;2-5H,1H3,(H,8,9,10)/q+1;/p-1",0.00035,3.4559319556497243,61.0,
OTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],392.50999999999993,"InChI=1S/C21H46N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1",,,21.0,
OTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],392.50999999999993,"InChI=1S/C21H46N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1",0.00039,3.408935392973501,31.0,
OTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],392.50999999999993,"InChI=1S/C21H46N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1",0.00041999999999999996,3.3767507096020997,41.0,
OTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],392.50999999999993,"InChI=1S/C21H46N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1",0.00043,3.3665315444204134,51.0,
OTAB,,,10.1016/j.tca.2004.11.009,conductometry,CCCCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],392.50999999999993,"InChI=1S/C21H46N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1",0.00044,3.3565473235138126,61.0,
