identifier,method,AW_ST_CMC,Area_min,pC20,Pi_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,Gamma_max,pCMC,C20,Molecular_Weight,InChI
C12-PG-C12,tensiometry,47.87,0.74,3.01,24.12,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],0.001649,2.26e-06,2.782779344355481,0.000977237220955811,655.8770000000002,"InChI=1S/C35H72N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-28-36(3,4)32-34(38)40-30-27-31-41-35(39)33-37(5,6)29-26-24-22-20-18-16-14-12-10-8-2;;/h7-33H2,1-6H3;2*1H/q+2;;/p-2"
C14-PG-C14,tensiometry,45.47,1.24,3.55,26.52,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],0.0002689,1.34e-06,3.5704091977766983,0.0002818382931264455,711.9849999999998,"InChI=1S/C39H80N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-27-29-32-40(3,4)36-38(42)44-34-31-35-45-39(43)37-41(5,6)33-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-37H2,1-6H3;2*1H/q+2;;/p-2"
C16-PG-C16,tensiometry,43.24,1.57,4.44,28.75,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],5.6e-05,1.06e-06,4.251811972993799,3.63078054770101e-05,768.0929999999995,"InChI=1S/C43H88N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-36-44(3,4)40-42(46)48-38-35-39-49-43(47)41-45(5,6)37-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-41H2,1-6H3;2*1H/q+2;;/p-2"
C12-PG-C12,conductometry,,,,,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],0.001858,,2.730954290342377,,655.8770000000002,"InChI=1S/C35H72N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-28-36(3,4)32-34(38)40-30-27-31-41-35(39)33-37(5,6)29-26-24-22-20-18-16-14-12-10-8-2;;/h7-33H2,1-6H3;2*1H/q+2;;/p-2"
C14-PG-C14,conductometry,,,,,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCC.[Cl-].[Cl-],0.0003144,,3.5025174626326296,,711.9849999999998,"InChI=1S/C39H80N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-27-29-32-40(3,4)36-38(42)44-34-31-35-45-39(43)37-41(5,6)33-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-37H2,1-6H3;2*1H/q+2;;/p-2"
C16-PG-C16,conductometry,,,,,25,10.1016/j.molliq.2017.05.092,,CCCCCCCCCCCCCCCC[N+](C)(C)CC(=O)OCCCOC(=O)C[N+](C)(C)CCCCCCCCCCCCCCCC.[Cl-].[Cl-],6.759999999999999e-05,,4.1700533040583645,,768.0929999999995,"InChI=1S/C43H88N2O4.2ClH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-36-44(3,4)40-42(46)48-38-35-39-49-43(47)41-45(5,6)37-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-41H2,1-6H3;2*1H/q+2;;/p-2"
