identifier,AW_ST_CMC,Area_min,Temp_Celsius,source_doi,reference_doi,SMILES,C20,pC20,Molecular_Weight,InChI
C10ABzCl,39.0,0.87,25,10.1021/la026286y,,CCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],0.005900000000000001,2.2291479883578558,383.0200000000001,"InChI=1S/C22H38N2O.ClH/c1-4-5-6-7-8-9-10-14-17-22(25)23-18-19-24(2,3)20-21-15-12-11-13-16-21;/h11-13,15-16H,4-10,14,17-20H2,1-3H3;1H"
C12ABzCl,39.6,0.82,25,10.1021/la026286y,,CCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],0.0016,2.795880017344075,411.07400000000007,"InChI=1S/C24H42N2O.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-24(27)25-20-21-26(2,3)22-23-17-14-13-15-18-23;/h13-15,17-18H,4-12,16,19-22H2,1-3H3;1H"
C14ABzCl,39.9,0.79,25,10.1021/la026286y,,CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],0.0004,3.3979400086720375,439.12800000000016,"InChI=1S/C26H46N2O.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-26(29)27-22-23-28(2,3)24-25-19-16-15-17-20-25;/h15-17,19-20H,4-14,18,21-24H2,1-3H3;1H"
C16ABzCl,42.2,0.73,25,10.1021/la026286y,,CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)Cc1ccccc1.[Cl-],0.00011,3.958607314841775,467.18200000000013,"InChI=1S/C28H50N2O.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-28(31)29-24-25-30(2,3)26-27-21-18-17-19-22-27;/h17-19,21-22H,4-16,20,23-26H2,1-3H3;1H"
C10MeCl,42.0,0.87,25,10.1021/la026286y,10.1021/es0015141,CCCCCCCCCCC(=O)NCC[N+](C)(C)CC.[Cl-],0.0066,2.1804560644581312,320.94900000000007,"InChI=1S/C17H36N2O.ClH/c1-5-7-8-9-10-11-12-13-14-17(20)18-15-16-19(3,4)6-2;/h5-16H2,1-4H3;1H"
C12MeCl,41.8,0.62,25,10.1021/la026286y,10.1021/es0015141,CCCCCCCCCCCCC(=O)NCC[N+](C)(C)CC.[Cl-],0.0016,2.795880017344075,349.00300000000004,"InChI=1S/C19H40N2O.ClH/c1-5-7-8-9-10-11-12-13-14-15-16-19(22)20-17-18-21(3,4)6-2;/h5-18H2,1-4H3;1H"
C14MeCl,40.0,0.53,25,10.1021/la026286y,10.1021/es0015141,CCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)CC.[Cl-],0.00028000000000000003,3.5528419686577806,377.05700000000013,"InChI=1S/C21H44N2O.ClH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-21(24)22-19-20-23(3,4)6-2;/h5-20H2,1-4H3;1H"
C16MeCl,37.6,0.49,25,10.1021/la026286y,10.1021/es0015141,CCCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)CC.[Cl-],4e-05,4.3979400086720375,405.1110000000001,"InChI=1S/C23H48N2O.ClH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-23(26)24-21-22-25(3,4)6-2;/h5-22H2,1-4H3;1H"
