CMC × 103 (mol dm−3),γcmc (mN m−1),πcmc (mN m−1),Γmax × 1010 (mol cm−2),Amin (nm2),source_doi,SMILES,reference_doi,Temp_Celsius,method
3.24,24.9,47.1,1.33,1.25,10.1016/j.molliq.2015.06.051,CCCCCCCCCCCC[N+](C)(C)CCOC(=O)C(=O)OCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],,25.0,tensiometry
