identifier,AW_ST_CMC,pC20,Area_min,source_doi,reference_doi,SMILES,Temp_Celsius,method,Molecular_Weight,InChI,CMC,pCMC
C12PDA,35.8,3.9,0.86,10.1039/C4RA14645J,,CCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],25.0,tensiometry,484.1250000000002,"InChI=1S/C26H45N3O3.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-27-25(30)22-29(2,3)21-20-28-26(31)23-32-24-17-14-13-15-18-24;/h13-15,17-18H,4-12,16,19-23H2,1-3H3,(H-,27,28,30,31);1H",0.000815,3.0888423912600236
C14PDA,37.8,4.6,1.14,10.1039/C4RA14645J,,CCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],25.0,tensiometry,512.1790000000002,"InChI=1S/C28H49N3O3.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-29-27(32)24-31(2,3)23-22-30-28(33)25-34-26-19-16-15-17-20-26;/h15-17,19-20H,4-14,18,21-25H2,1-3H3,(H-,29,30,32,33);1H",0.000206,3.6861327796308467
C16PDA,39.8,4.9,0.88,10.1039/C4RA14645J,,CCCCCCCCCCCCCCCCNC(=O)C[N+](C)(C)CCNC(=O)COc1ccccc1.[Cl-],25.0,tensiometry,540.2330000000003,"InChI=1S/C30H53N3O3.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-31-29(34)26-33(2,3)25-24-32-30(35)27-36-28-21-18-17-19-22-28;/h17-19,21-22H,4-16,20,23-27H2,1-3H3,(H-,31,32,34,35);1H",4.61e-05,4.336299074610352
C12ABzMe2Cl19,39.6,0.2,0.82,10.1039/C4RA14645J,10.1021/la026286y,CCCCCCCCCCCC(=O)NCC[N+](C)(C)c1ccccc1.[Cl-],25.0,tensiometry,383.02,"InChI=1S/C22H38N2O.ClH/c1-4-5-6-7-8-9-10-11-15-18-22(25)23-19-20-24(2,3)21-16-13-12-14-17-21;/h12-14,16-17H,4-11,15,18-20H2,1-3H3;1H",0.0058,2.2365720064370627
C14ABzMe2Cl19,39.9,0.39,0.79,10.1039/C4RA14645J,10.1021/la026286y,CCCCCCCCCCCCCC(=O)NCC[N+](C)(C)c1ccccc1.[Cl-],25.0,tensiometry,411.07400000000007,"InChI=1S/C24H42N2O.ClH/c1-4-5-6-7-8-9-10-11-12-13-17-20-24(27)25-21-22-26(2,3)23-18-15-14-16-19-23;/h14-16,18-19H,4-13,17,20-22H2,1-3H3;1H",0.0013,2.886056647693163
C16ABzMe2Cl19,42.2,0.95,0.73,10.1039/C4RA14645J,10.1021/la026286y,CCCCCCCCCCCCCCCC(=O)NCC[N+](C)(C)c1ccccc1.[Cl-],25.0,tensiometry,439.12800000000016,"InChI=1S/C26H46N2O.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-19-22-26(29)27-23-24-28(2,3)25-20-17-16-18-21-25;/h16-18,20-21H,4-15,19,22-24H2,1-3H3;1H",0.00027,3.5686362358410126
