identifier,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,pCMC,Molecular_Weight,InChI
1,25.0,10.3390/molecules25184054,,CCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCC.[I-].[I-],0.00346,2.4609239012072233,653.5600000000002,"InChI=1S/C25H57N3.2HI/c1-8-10-12-14-16-18-22-27(4,5)24-20-26(3)21-25-28(6,7)23-19-17-15-13-11-9-2;;/h8-25H2,1-7H3;2*1H/q+2;;/p-2"
2,25.0,10.3390/molecules25184054,,CCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCC.[I-].[I-],0.00246,2.6090648928966207,709.6680000000003,"InChI=1S/C29H65N3.2HI/c1-8-10-12-14-16-18-20-22-26-31(4,5)28-24-30(3)25-29-32(6,7)27-23-21-19-17-15-13-11-9-2;;/h8-29H2,1-7H3;2*1H/q+2;;/p-2"
3,25.0,10.3390/molecules25184054,,CCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCC.[I-].[I-],0.00075,3.1249387366083,765.7760000000005,"InChI=1S/C33H73N3.2HI/c1-8-10-12-14-16-18-20-22-24-26-30-35(4,5)32-28-34(3)29-33-36(6,7)31-27-25-23-21-19-17-15-13-11-9-2;;/h8-33H2,1-7H3;2*1H/q+2;;/p-2"
4,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[I-].[I-],0.00035,3.4559319556497243,821.8840000000004,"InChI=1S/C37H81N3.2HI/c1-8-10-12-14-16-18-20-22-24-26-28-30-34-39(4,5)36-32-38(3)33-37-40(6,7)35-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-37H2,1-7H3;2*1H/q+2;;/p-2"
5,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[I-].[I-],0.00011,3.958607314841775,877.9920000000001,"InChI=1S/C41H89N3.2HI/c1-8-10-12-14-16-18-20-22-24-26-28-30-32-34-38-43(4,5)40-36-42(3)37-41-44(6,7)39-35-33-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-41H2,1-7H3;2*1H/q+2;;/p-2"
6,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[I-].[I-],5.9999999999999995e-05,4.221848749616356,934.0999999999998,"InChI=1S/C45H97N3.2HI/c1-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-42-47(4,5)44-40-46(3)41-45-48(6,7)43-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-45H2,1-7H3;2*1H/q+2;;/p-2"
7,25.0,10.3390/molecules25184054,,CCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],0.00278,2.555955204081924,615.6680000000003,"InChI=1S/C29H65N3.2BrH/c1-8-10-12-14-16-18-20-22-26-31(4,5)28-24-30(3)25-29-32(6,7)27-23-21-19-17-15-13-11-9-2;;/h8-29H2,1-7H3;2*1H/q+2;;/p-2"
8,25.0,10.3390/molecules25184054,,CCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.00106,2.9746941347352296,671.7760000000005,"InChI=1S/C33H73N3.2BrH/c1-8-10-12-14-16-18-20-22-24-26-30-35(4,5)32-28-34(3)29-33-36(6,7)31-27-25-23-21-19-17-15-13-11-9-2;;/h8-33H2,1-7H3;2*1H/q+2;;/p-2"
9,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],0.00047999999999999996,3.318758762624413,727.8840000000004,"InChI=1S/C37H81N3.2BrH/c1-8-10-12-14-16-18-20-22-24-26-28-30-34-39(4,5)36-32-38(3)33-37-40(6,7)35-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-37H2,1-7H3;2*1H/q+2;;/p-2"
10,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],0.00015,3.8239087409443187,783.9920000000001,"InChI=1S/C41H89N3.2BrH/c1-8-10-12-14-16-18-20-22-24-26-28-30-32-34-38-43(4,5)40-36-42(3)37-41-44(6,7)39-35-33-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-41H2,1-7H3;2*1H/q+2;;/p-2"
11,25.0,10.3390/molecules25184054,,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCN(C)CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],8e-05,4.096910013008056,840.0999999999998,"InChI=1S/C45H97N3.2BrH/c1-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-42-47(4,5)44-40-46(3)41-45-48(6,7)43-39-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-2;;/h8-45H2,1-7H3;2*1H/q+2;;/p-2"
