SMILES,Surfactant_Type,Temp_Celsius,γcmc/ mN/m,source_doi,reference_doi,Molecular_Weight,InChI,CMC,pCMC
CCCCCCCCCCCC[N+](C)(C)CCNC(=O)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCN(CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC)CCC(=O)NCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-].[Br-],gemini cationic,25.0,47.6,10.1021/la903672r,,1625.8519999999987,"InChI=1S/C78H160N10O4.4BrH/c1-13-17-21-25-29-33-37-41-45-49-67-85(5,6)71-57-79-75(89)53-61-83(62-54-76(90)80-58-72-86(7,8)68-50-46-42-38-34-30-26-22-18-14-2)65-66-84(63-55-77(91)81-59-73-87(9,10)69-51-47-43-39-35-31-27-23-19-15-3)64-56-78(92)82-60-74-88(11,12)70-52-48-44-40-36-32-28-24-20-16-4;;;;/h13-74H2,1-12H3;4*1H",8e-05,4.096910013008056
