identifier,Pi_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,Area_min,Gamma_max,pCMC,Molecular_Weight,InChI
C14-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.52,3.18e-06,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,10.1021/j100182a066,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.46,,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,10.1021/j100182a066,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.6,,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C16-TAB,34.4,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,450.5460000000001,"InChI=1S/C23H48NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23-25-21-22(26-23)20-24(2,3)4;/h22-23H,5-21H2,1-4H3;1H/q+1;/p-1"
C16-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.49,3.39e-06,,450.5460000000001,"InChI=1S/C23H48NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23-25-21-22(26-23)20-24(2,3)4;/h22-23H,5-21H2,1-4H3;1H/q+1;/p-1"
C12-EO1-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],,,,,352.40099999999995,"InChI=1S/C17H38NO.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C12-EO1-TAB,31.2,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],,0.85,,,352.40099999999995,"InChI=1S/C17H38NO.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C10-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,368.4,"InChI=1S/C17H38NO2.BrH/c1-5-6-7-8-9-10-11-12-14-19-16-17-20-15-13-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C10-EO2-TAB,28.5,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,0.91,,,368.4,"InChI=1S/C17H38NO2.BrH/c1-5-6-7-8-9-10-11-12-14-19-16-17-20-15-13-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C12-E02-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,396.454,"InChI=1S/C19H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-21-18-19-22-17-15-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1"
C12-E02-TAB,29.6,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,0.99,,,396.454,"InChI=1S/C19H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-21-18-19-22-17-15-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1"
C14-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,424.5080000000001,"InChI=1S/C21H46NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-23-20-21-24-19-17-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C14-EO2-TAB,28.3,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,0.93,,,424.5080000000001,"InChI=1S/C21H46NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-23-20-21-24-19-17-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C16-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,452.5620000000001,"InChI=1S/C23H50NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25-22-23-26-21-19-24(2,3)4;/h5-23H2,1-4H3;1H/q+1;/p-1"
C16-EO2-TAB,27.9,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,0.97,,,452.5620000000001,"InChI=1S/C23H50NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25-22-23-26-21-19-24(2,3)4;/h5-23H2,1-4H3;1H/q+1;/p-1"
C12-EO3-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],,,,,440.5070000000001,"InChI=1S/C21H46NO3.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-23-18-20-25-21-19-24-17-15-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C12-EO3-TAB,27.7,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],,1.21,,,440.5070000000001,"InChI=1S/C21H46NO3.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-23-18-20-25-21-19-24-17-15-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C9-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.0123,,,1.9100948885606022,352.357,"InChI=1S/C16H34NO2.BrH/c1-5-6-7-8-9-10-11-12-16-18-14-15(19-16)13-17(2,3)4;/h15-16H,5-14H2,1-4H3;1H/q+1;/p-1"
C9-D-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF02541476,CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,352.357,"InChI=1S/C16H34NO2.BrH/c1-5-6-7-8-9-10-11-12-16-18-14-15(19-16)13-17(2,3)4;/h15-16H,5-14H2,1-4H3;1H/q+1;/p-1"
C11-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.00302,,,2.5199930570428495,380.41100000000006,"InChI=1S/C18H38NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-18-20-16-17(21-18)15-19(2,3)4;/h17-18H,5-16H2,1-4H3;1H/q+1;/p-1"
C11-D-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF02541476,CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,380.41100000000006,"InChI=1S/C18H38NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-18-20-16-17(21-18)15-19(2,3)4;/h17-18H,5-16H2,1-4H3;1H/q+1;/p-1"
C13-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.00085,,,3.070581074285707,408.4650000000001,"InChI=1S/C20H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-20-22-18-19(23-20)17-21(2,3)4;/h19-20H,5-18H2,1-4H3;1H/q+1;/p-1"
C13-D-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF02541476,CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,408.4650000000001,"InChI=1S/C20H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-20-22-18-19(23-20)17-21(2,3)4;/h19-20H,5-18H2,1-4H3;1H/q+1;/p-1"
C8C1-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],0.0229,,,1.640164517660112,352.357,"InChI=1S/C16H34NO2.BrH/c1-6-7-8-9-10-11-12-16(2)18-14-15(19-16)13-17(3,4)5;/h15H,6-14H2,1-5H3;1H/q+1;/p-1"
C10C1-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],0.005860000000000001,,,2.232102383981909,380.41100000000006,"InChI=1S/C18H38NO2.BrH/c1-6-7-8-9-10-11-12-13-14-18(2)20-16-17(21-18)15-19(3,4)5;/h17H,6-16H2,1-5H3;1H/q+1;/p-1"
C6C6-D-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],0.00871,,,2.0599818449923366,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-6-8-10-12-14-19(15-13-11-9-7-2)21-17-18(22-19)16-20(3,4)5;/h18H,6-17H2,1-5H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.0148,,,1.8297382846050425,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,10.1021/j100260a044,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.0149,,,1.826813731587726,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,10.1016/0021-9797(86)90173-6,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.015,,,1.8239087409443189,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.0034500000000000004,,,2.462180904926726,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,10.1021/j100260a044,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C14-TAB,,25,10.1016/0927-7757(95)03093-S,10.1016/0021-9797(86)90173-6,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.0034,,,2.468521082957745,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
C16-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,450.5460000000001,"InChI=1S/C23H48NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23-25-21-22(26-23)20-24(2,3)4;/h22-23H,5-21H2,1-4H3;1H/q+1;/p-1"
C16-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],0.000851,,,3.070070439915412,450.5460000000001,"InChI=1S/C23H48NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23-25-21-22(26-23)20-24(2,3)4;/h22-23H,5-21H2,1-4H3;1H/q+1;/p-1"
C16-TAB,,25,10.1016/0927-7757(95)03093-S,10.1021/j100260a044,CCCCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,450.5460000000001,"InChI=1S/C23H48NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-23-25-21-22(26-23)20-24(2,3)4;/h22-23H,5-21H2,1-4H3;1H/q+1;/p-1"
C12-EO1-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],,,,,352.40099999999995,"InChI=1S/C17H38NO.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C12-EO1-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCC[N+](C)(C)C.[Br-],0.0063,,,2.2006594505464183,352.40099999999995,"InChI=1S/C17H38NO.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-19-17-15-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C10-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,368.4,"InChI=1S/C17H38NO2.BrH/c1-5-6-7-8-9-10-11-12-14-19-16-17-20-15-13-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C10-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],0.0155,,,1.8096683018297086,368.4,"InChI=1S/C17H38NO2.BrH/c1-5-6-7-8-9-10-11-12-14-19-16-17-20-15-13-18(2,3)4;/h5-17H2,1-4H3;1H/q+1;/p-1"
C12-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,396.454,"InChI=1S/C19H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-21-18-19-22-17-15-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1"
C12-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],0.0037,,,2.431798275933005,396.454,"InChI=1S/C19H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-21-18-19-22-17-15-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1"
C14-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,424.5080000000001,"InChI=1S/C21H46NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-23-20-21-24-19-17-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C14-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],0.00092,,,3.036212172654445,424.5080000000001,"InChI=1S/C21H46NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-18-23-20-21-24-19-17-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C16-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],,,,,452.5620000000001,"InChI=1S/C23H50NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25-22-23-26-21-19-24(2,3)4;/h5-23H2,1-4H3;1H/q+1;/p-1"
C16-EO2-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCCCCCOCCOCC[N+](C)(C)C.[Br-],0.00023,,,3.638272163982407,452.5620000000001,"InChI=1S/C23H50NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-25-22-23-26-21-19-24(2,3)4;/h5-23H2,1-4H3;1H/q+1;/p-1"
C12-EO3-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],,,,,440.5070000000001,"InChI=1S/C21H46NO3.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-23-18-20-25-21-19-24-17-15-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
C12-EO3-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCOCCOCCOCC[N+](C)(C)C.[Br-],0.0034,,,2.468521082957745,440.5070000000001,"InChI=1S/C21H46NO3.BrH/c1-5-6-7-8-9-10-11-12-13-14-16-23-18-20-25-21-19-24-17-15-22(2,3)4;/h5-21H2,1-4H3;1H/q+1;/p-1"
