identifier,Pi_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,Area_min,Gamma_max,pCMC,Molecular_Weight,InChI
C9-D-TAB,40.4,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.97,1.71e-06,,352.357,"InChI=1S/C16H34NO2.BrH/c1-5-6-7-8-9-10-11-12-16-18-14-15(19-16)13-17(2,3)4;/h15-16H,5-14H2,1-4H3;1H/q+1;/p-1"
C11-D-TAB,41.2,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.98,1.69e-06,,380.41100000000006,"InChI=1S/C18H38NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-18-20-16-17(21-18)15-19(2,3)4;/h17-18H,5-16H2,1-4H3;1H/q+1;/p-1"
C13-D-TAB,41.5,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,1.0,1.66e-06,,408.4650000000001,"InChI=1S/C20H42NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-20-22-18-19(23-20)17-21(2,3)4;/h19-20H,5-18H2,1-4H3;1H/q+1;/p-1"
C8C1-D-TAB,38.4,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],,0.86,1.9299999999999997e-06,,352.357,"InChI=1S/C16H34NO2.BrH/c1-6-7-8-9-10-11-12-16(2)18-14-15(19-16)13-17(3,4)5;/h15H,6-14H2,1-5H3;1H/q+1;/p-1"
C10C1-D-TAB,37.3,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCC1(C)OCC(C[N+](C)(C)C)O1.[Br-],,0.83,1.99e-06,,380.41100000000006,"InChI=1S/C18H38NO2.BrH/c1-6-7-8-9-10-11-12-13-14-18(2)20-16-17(21-18)15-19(3,4)5;/h17H,6-16H2,1-5H3;1H/q+1;/p-1"
C6C6-D-TAB,42.6,25,10.1016/0927-7757(95)03093-S,,CCCCCCC1(CCCCCC)OCC(C[N+](C)(C)C)O1.[Br-],,0.84,1.98e-06,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-6-8-10-12-14-19(15-13-11-9-7-2)21-17-18(22-19)16-20(3,4)5;/h18H,6-17H2,1-5H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.52,3.1699999999999997e-06,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C12-TAB,,25,10.1016/0927-7757(95)03093-S,10.1007/BF01550555,CCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,0.74,,,394.43800000000005,"InChI=1S/C19H40NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-19-21-17-18(22-19)16-20(2,3)4;/h18-19H,5-17H2,1-4H3;1H/q+1;/p-1"
C14-TAB,34.0,25,10.1016/0927-7757(95)03093-S,,CCCCCCCCCCCCCCC1OCC(C[N+](C)(C)C)O1.[Br-],,,,,422.4920000000001,"InChI=1S/C21H44NO2.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-21-23-19-20(24-21)18-22(2,3)4;/h20-21H,5-19H2,1-4H3;1H/q+1;/p-1"
