identifier,AW_ST_CMC,Pi_CMC,Area_min,SMILES,Temp_Celsius,source_doi,reference_doi,InChI,Molecular_Weight,CMC,pCMC,Gamma_max
CSSB-10,35.94,36.06,2.057,CCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],30.0,10.1039/C5RA21626E,,"InChI=1S/C24H40N2O3.ClH/c1-4-5-6-7-8-9-10-13-19-29-24(28)21-26(2,3)18-14-17-25-20-22-15-11-12-16-23(22)27;/h11-12,15-16,20H,4-10,13-14,17-19,21H2,1-3H3;1H",441.05600000000015,0.00316,2.500312917381596,8.1e-07
CSSB-14,33.04,38.96,2.21,CCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],30.0,10.1039/C5RA21626E,,"InChI=1S/C28H48N2O3.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-17-23-33-28(32)25-30(2,3)22-18-21-29-24-26-19-15-16-20-27(26)31;/h15-16,19-20,24H,4-14,17-18,21-23,25H2,1-3H3;1H",497.1640000000002,0.00043,3.3665315444204134,7.5e-07
CSSB-16,31.64,40.36,3.02,CCCCCCCCCCCCCCCCOC(=O)C[N+](C)(C)CCCN=Cc1ccccc1O.[Cl-],30.0,10.1039/C5RA21626E,,"InChI=1S/C30H52N2O3.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-19-25-35-30(34)27-32(2,3)24-20-23-31-26-28-21-17-18-22-29(28)33;/h17-18,21-22,26H,4-16,19-20,23-25,27H2,1-3H3;1H",525.2180000000002,8e-05,4.096910013008056,5.5e-07
