identifier,CMC,AW_ST_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,pCMC,Molecular_Weight,InChI
I-1,0.001,30.4,25.0,10.1007/s11743-010-1207-6,,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCC.[Cl-].[Cl-],3.0,615.7680000000003,"InChI=1S/C31H64N2O5.2ClH/c1-7-9-11-13-14-15-16-18-20-22-31(36)38-26-24-33(5,6)28-29(34)27-32(3,4)23-25-37-30(35)21-19-17-12-10-8-2;;/h29,34H,7-28H2,1-6H3;2*1H/q+2;;/p-2"
I-2,0.0011,36.2,25.0,10.1007/s11743-010-1207-6,,CCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCC.[Cl-].[Cl-],2.958607314841775,643.8220000000001,"InChI=1S/C33H68N2O5.2ClH/c1-7-9-11-13-15-16-18-20-22-24-33(38)40-28-26-35(5,6)30-31(36)29-34(3,4)25-27-39-32(37)23-21-19-17-14-12-10-8-2;;/h31,36H,7-30H2,1-6H3;2*1H/q+2;;/p-2"
I-3,0.0016,40.0,25.0,10.1007/s11743-010-1207-6,,CCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],2.795880017344075,685.9029999999999,"InChI=1S/C36H74N2O5.2ClH/c1-7-9-11-13-15-17-19-21-23-25-27-36(41)43-31-29-38(5,6)33-34(39)32-37(3,4)28-30-42-35(40)26-24-22-20-18-16-14-12-10-8-2;;/h34,39H,7-33H2,1-6H3;2*1H/q+2;;/p-2"
I-4,0.0025,45.2,25.0,10.1007/s11743-010-1207-6,,CCCCCCCCCCCCCCCC(=O)OCC[N+](C)(C)CC(O)C[N+](C)(C)CCOC(=O)CCCCCCCCCCC.[Cl-].[Cl-],2.6020599913279625,727.9839999999997,"InChI=1S/C39H80N2O5.2ClH/c1-7-9-11-13-15-17-18-19-20-22-24-26-28-30-39(44)46-34-32-41(5,6)36-37(42)35-40(3,4)31-33-45-38(43)29-27-25-23-21-16-14-12-10-8-2;;/h37,42H,7-36H2,1-6H3;2*1H/q+2;;/p-2"
CTAC,0.0015,37.0,25.0,10.1007/s11743-010-1207-6,,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Cl-],2.8239087409443187,320.005,"InChI=1S/C19H42N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(2,3)4;/h5-19H2,1-4H3;1H/q+1;/p-1"
