identifier,Temp_Celsius,Pi_CMC,pC20,source_doi,reference_doi,SMILES,method,CMC,Gamma_max,Area_min,pCMC,C20,Molecular_Weight,InChI
G2IL,20,39,5.1,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.001995,7.690000000000001e-07,2.517,2.700057099977233,7.943282347242822e-06,895.2199999999996,"InChI=1S/C50H104N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-45-51(46-42-38-34-30-26-22-18-14-10-6-2)49-50-52(47-43-39-35-31-27-23-19-15-11-7-3)48-44-40-36-32-28-24-20-16-12-8-4;;/h5-50H2,1-4H3;2*1H"
G2IL,40,40,5.2,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.001584,6.92e-07,2.496,2.8002448227465253,6.30957344480193e-06,895.2199999999996,"InChI=1S/C50H104N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-45-51(46-42-38-34-30-26-22-18-14-10-6-2)49-50-52(47-43-39-35-31-27-23-19-15-11-7-3)48-44-40-36-32-28-24-20-16-12-8-4;;/h5-50H2,1-4H3;2*1H"
G2IL,60,41,5.3,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.0014119999999999998,6.51e-07,2.549,2.850165303284215,5.011872336272725e-06,895.2199999999996,"InChI=1S/C50H104N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-45-51(46-42-38-34-30-26-22-18-14-10-6-2)49-50-52(47-43-39-35-31-27-23-19-15-11-7-3)48-44-40-36-32-28-24-20-16-12-8-4;;/h5-50H2,1-4H3;2*1H"
G3IL,20,40,5.1,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.0015480000000000001,1.012e-06,1.473,2.810229043653126,7.943282347242822e-06,909.2469999999995,"InChI=1S/C51H106N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-46-52(47-42-38-34-30-26-22-18-14-10-6-2)50-45-51-53(48-43-39-35-31-27-23-19-15-11-7-3)49-44-40-36-32-28-24-20-16-12-8-4;;/h5-51H2,1-4H3;2*1H"
G3IL,40,41,5.2,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.001258,8.86e-07,1.8719999999999999,2.90031935889075,6.30957344480193e-06,909.2469999999995,"InChI=1S/C51H106N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-46-52(47-42-38-34-30-26-22-18-14-10-6-2)50-45-51-53(48-43-39-35-31-27-23-19-15-11-7-3)49-44-40-36-32-28-24-20-16-12-8-4;;/h5-51H2,1-4H3;2*1H"
G3IL,60,42,5.3,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.001,8.070000000000001e-07,2.056,3.0,5.011872336272725e-06,909.2469999999995,"InChI=1S/C51H106N2.2BrH/c1-5-9-13-17-21-25-29-33-37-41-46-52(47-42-38-34-30-26-22-18-14-10-6-2)50-45-51-53(48-43-39-35-31-27-23-19-15-11-7-3)49-44-40-36-32-28-24-20-16-12-8-4;;/h5-51H2,1-4H3;2*1H"
G6IL,20,42,6.9,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCCCCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.0014449999999999999,1.131e-06,1.4680000000000002,2.8401321529074335,1.2589254117941662e-07,951.3279999999993,"InChI=1S/C54H112N2.2BrH/c1-5-9-13-17-21-25-29-33-37-43-49-55(50-44-38-34-30-26-22-18-14-10-6-2)53-47-41-42-48-54-56(51-45-39-35-31-27-23-19-15-11-7-3)52-46-40-36-32-28-24-20-16-12-8-4;;/h5-54H2,1-4H3;2*1H"
G6IL,40,44,7.1,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCCCCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.001,9.86e-07,1.8619999999999999,3.0,7.943282347242822e-08,951.3279999999993,"InChI=1S/C54H112N2.2BrH/c1-5-9-13-17-21-25-29-33-37-43-49-55(50-44-38-34-30-26-22-18-14-10-6-2)53-47-41-42-48-54-56(51-45-39-35-31-27-23-19-15-11-7-3)52-46-40-36-32-28-24-20-16-12-8-4;;/h5-54H2,1-4H3;2*1H"
G6IL,60,45,7.2,10.1016/j.molliq.2015.05.054,,CCCCCCCCCCCC[NH+](CCCCCCCCCCCC)CCCCCC[NH+](CCCCCCCCCCCC)CCCCCCCCCCCC.[Br-].[Br-],tensiometry,0.0009400000000000001,7.809999999999999e-07,2.124,3.0268721464003012,6.30957344480193e-08,951.3279999999993,"InChI=1S/C54H112N2.2BrH/c1-5-9-13-17-21-25-29-33-37-43-49-55(50-44-38-34-30-26-22-18-14-10-6-2)53-47-41-42-48-54-56(51-45-39-35-31-27-23-19-15-11-7-3)52-46-40-36-32-28-24-20-16-12-8-4;;/h5-54H2,1-4H3;2*1H"
