SMILES,Surfactant_Type,Temp_Celsius,AW_ST_CMC,source_doi,reference_doi,method,Molecular_Weight,InChI
CCCCCCCCOCCOCCOCCOCCO,non-ionic,25,30,10.1007/s00396-007-1747-0,,tensiometry,306.44300000000004,"InChI=1S/C16H34O5/c1-2-3-4-5-6-7-9-18-11-13-20-15-16-21-14-12-19-10-8-17/h17H,2-16H2,1H3"
