identifier,Temp_Celsius,Pi_CMC,source_doi,reference_doi,SMILES,CMC,C20,Gamma_max,Area_min,pCMC,pC20,Molecular_Weight,InChI
I,25,37.98,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],0.000423,6.12e-06,8.7e-07,1.8988999999999998,3.3736596326249577,5.213248577854439,533.7240000000004,"InChI=1S/C29H60N2O.BrH/c1-5-7-9-11-13-15-16-17-18-20-22-25-29(32)30-26-24-28-31(3,4)27-23-21-19-14-12-10-8-6-2;/h5-28H2,1-4H3;1H"
I,40,35.75,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],0.000251,3.58e-06,6.9e-07,2.4091,3.600326278518962,5.446116973356125,533.7240000000004,"InChI=1S/C29H60N2O.BrH/c1-5-7-9-11-13-15-16-17-18-20-22-25-29(32)30-26-24-28-31(3,4)27-23-21-19-14-12-10-8-6-2;/h5-28H2,1-4H3;1H"
I,60,33.81,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCC.[Br-],0.00011300000000000001,1.5800000000000001e-06,6.1e-07,2.7018,3.94692155651658,5.801342913045577,533.7240000000004,"InChI=1S/C29H60N2O.BrH/c1-5-7-9-11-13-15-16-17-18-20-22-25-29(32)30-26-24-28-31(3,4)27-23-21-19-14-12-10-8-6-2;/h5-28H2,1-4H3;1H"
II,25,40.19,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],0.000215,3.02e-06,8.5e-07,1.9504,3.6675615400843946,5.519993057042849,561.7780000000005,"InChI=1S/C31H64N2O.BrH/c1-5-7-9-11-13-15-17-18-20-22-24-27-31(34)32-28-26-30-33(3,4)29-25-23-21-19-16-14-12-10-8-6-2;/h5-30H2,1-4H3;1H"
II,40,37.94,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],6.7e-05,9.100000000000001e-07,6.7e-07,2.4748,4.173925197299174,6.040958607678906,561.7780000000005,"InChI=1S/C31H64N2O.BrH/c1-5-7-9-11-13-15-17-18-20-22-24-27-31(34)32-28-26-30-33(3,4)29-25-23-21-19-16-14-12-10-8-6-2;/h5-30H2,1-4H3;1H"
II,60,35.21,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],4.2000000000000004e-05,5.6e-07,5.9e-07,2.8012,4.376750709602099,6.251811972993799,561.7780000000005,"InChI=1S/C31H64N2O.BrH/c1-5-7-9-11-13-15-17-18-20-22-24-27-31(34)32-28-26-30-33(3,4)29-25-23-21-19-16-14-12-10-8-6-2;/h5-30H2,1-4H3;1H"
III,25,37.19,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],8.599999999999999e-05,1.32e-06,8.3e-07,1.9927000000000001,4.0655015487564325,5.87942606879415,617.8860000000005,"InChI=1S/C35H72N2O.BrH/c1-5-7-9-11-13-15-17-18-19-21-23-25-27-29-33-37(3,4)34-30-32-36-35(38)31-28-26-24-22-20-16-14-12-10-8-6-2;/h5-34H2,1-4H3;1H"
III,40,34.91,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],1.9e-05,2.9e-07,5.8e-07,2.8695,4.721246399047171,6.537602002101044,617.8860000000005,"InChI=1S/C35H72N2O.BrH/c1-5-7-9-11-13-15-17-18-19-21-23-25-27-29-33-37(3,4)34-30-32-36-35(38)31-28-26-24-22-20-16-14-12-10-8-6-2;/h5-34H2,1-4H3;1H"
III,60,32.53,10.1016/j.molliq.2015.10.024,,CCCCCCCCCCCCCCCC[N+](C)(C)CCCNC(=O)CCCCCCCCCCCCC.[Br-],1.1e-05,1.5e-07,5.2e-07,3.2143,4.958607314841775,6.823908740944319,617.8860000000005,"InChI=1S/C35H72N2O.BrH/c1-5-7-9-11-13-15-17-18-19-21-23-25-27-29-33-37(3,4)34-30-32-36-35(38)31-28-26-24-22-20-16-14-12-10-8-6-2;/h5-34H2,1-4H3;1H"
