identifier,Temp_Celsius,CMC,AW_ST_CMC,SMILES,source_doi,reference_doi,method,InChI,Molecular_Weight,Gamma_max,Area_min,pCMC
5a,20,5.01e-06,51.5,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],10.1007/s11743-010-1225-4,,tensiometry,"InChI=1S/C29H58N2O7.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-18-25(33)30-19-17-20-31(2,3)21-22-37-29-28(36)27(35)26(34)24(23-32)38-29;/h24,26-29,32,34-36H,4-23H2,1-3H3;1H/t24-,26-,27+,28-,29+;/m1./s1",583.2510000000002,1.17e-06,1.41,5.300162274132754
5b,20,5.25e-06,47.8,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CCO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],10.1007/s11743-010-1225-4,,tensiometry,"InChI=1S/C31H62N2O7.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-27(35)32-21-19-22-33(2,3)23-24-39-31-30(38)29(37)28(36)26(25-34)40-31;/h26,28-31,34,36-38H,4-25H2,1-3H3;1H/t26-,28-,29+,30-,31+;/m1./s1",611.3050000000003,1.0500000000000001e-06,1.57,5.279840696594043
6a,20,4.78e-07,46.1,CCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],10.1007/s11743-010-1225-4,,tensiometry,"InChI=1S/C30H60N2O8.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-18-26(35)31-19-17-20-32(2,3)21-24(34)23-39-30-29(38)28(37)27(36)25(22-33)40-30;/h24-25,27-30,33-34,36-38H,4-23H2,1-3H3;1H/t24?,25-,27-,28+,29-,30+;/m1./s1",613.2770000000003,4.25e-06,0.39,6.320572103387881
6b,20,5.01e-07,35.9,CCCCCCCCCCCCCCCCCC(=O)NCCC[N+](C)(C)CC(O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.[Cl-],10.1007/s11743-010-1225-4,,tensiometry,"InChI=1S/C32H64N2O8.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-20-28(37)33-21-19-22-34(2,3)23-26(36)25-41-32-31(40)30(39)29(38)27(24-35)42-32;/h26-27,29-32,35-36,38-40H,4-25H2,1-3H3;1H/t26?,27-,29-,30+,31-,32+;/m1./s1",641.3310000000001,2.1499999999999997e-06,0.76,6.300162274132754
