AW_ST_CMC,Area_min,Γmax,Temp_Celsius,SMILES,Pi_CMC,source_doi,reference_doi,method,InChI,Molecular_Weight,CMC,pCMC,Gamma_max
21.8,0.765,2.17,25,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],50.2,10.1080/01932691.2021.1929289,,tensiometry,"InChI=1S/C15H34N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1",263.89699999999993,0.0030221000000000002,2.5196911691400605,2.17e-06
20.6,0.686,2.42,25,CCCCCCCCCCCC(=O)N[C@@H](CCC(=O)O)C(=O)[O-].[Na+],51.4,10.1080/01932691.2021.1929289,,tensiometry,"InChI=1S/C17H31NO5.Na/c1-2-3-4-5-6-7-8-9-10-11-15(19)18-14(17(22)23)12-13-16(20)21;/h14H,2-13H2,1H3,(H,18,19)(H,20,21)(H,22,23);/q;+1/p-1/t14-;/m0./s1",351.41900000000004,0.00022140000000000001,3.654822383457296,2.42e-06
