identifier,Pi_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,C20,Area_min,pCMC,pC20,Molecular_Weight,InChI
VSBO,30.5,25.0,10.1016/j.colsurfa.2011.09.032,,CCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],0.0025,2.6e-05,1.739,2.6020599913279625,4.585026652029182,479.41500000000013,"InChI=1S/C23H30N2O4.BrH/c1-3-4-5-6-7-8-14-29-23(27)18-25-13-9-10-20(17-25)24-16-19-11-12-21(26)22(15-19)28-2;/h9-13,15-17H,3-8,14,18H2,1-2H3;1H"
VSBD,34.0,25.0,10.1016/j.colsurfa.2011.09.032,,CCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],0.00151,6.7e-05,1.4080000000000001,2.8210230527068307,4.173925197299174,535.5230000000001,"InChI=1S/C27H38N2O4.BrH/c1-3-4-5-6-7-8-9-10-11-12-18-33-27(31)22-29-17-13-14-24(21-29)28-20-23-15-16-25(30)26(19-23)32-2;/h13-17,19-21H,3-12,18,22H2,1-2H3;1H"
VSBH,42.0,25.0,10.1016/j.colsurfa.2011.09.032,,CCCCCCCCCCCCCCCCOC(=O)C[n+]1cccc(N=Cc2ccc(O)c(OC)c2)c1.[Br-],0.0005600000000000001,0.000135,1.236,3.2518119729937993,3.869666231504994,591.6310000000001,"InChI=1S/C31H46N2O4.BrH/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-22-37-31(35)26-33-21-17-18-28(25-33)32-24-27-19-20-29(34)30(23-27)36-2;/h17-21,23-25H,3-16,22,26H2,1-2H3;1H"
