ID,Tail_1,Tail_2,Ion_1,Ion_2,Spacer,−logCMC_exp,−logCMC_calc,Surfactant_Type,Ref_CMC,Note,SMILES,Surfactant_Type,Temp_Celsius
46,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(CH2)10,2.3768,3.0483,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
47,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(CH2)12,2.6576,3.3591,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCCCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
48,C6H13,C6H13,(CH3)2N+,(CH3)2N+,(CH2)5,0.7959,1.0091,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],cationic gemini,25.0
49,C9H19,C9H19,(CH3)2N+,(CH3)2N+,(CH2)5,1.6021,1.9637,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
50,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(CH2)5,2.0506,2.2806,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
51,C11H23,C11H23,(CH3)2N+,(CH3)2N+,(CH2)5,2.5229,2.5976,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
52,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(CH2)5,2.9586,2.9147,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
53,C13H27,C13H27,(CH3)2N+,(CH3)2N+,(CH2)5,3.3872,3.232,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
54,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(CH2)5,3.7447,3.5497,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
55,C13H27,C11H23,(CH3)2N+,(CH3)2N+,(CH2)6,3.0555,3.0682,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
56,C14H29,C10H21,(CH3)2N+,(CH3)2N+,(CH2)6,3.0757,3.0657,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
57,C16H32,C8H17,(CH3)2N+,(CH3)2N+,(CH2)6,3.1249,3.056,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],cationic gemini,25.0
58,C18H37,C6H13,(CH3)2N+,(CH3)2N+,(CH2)6,3.2291,3.0406,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+](C)(C)CCCCCC.[Br-].[Br-],cationic gemini,25.0
59,C8H17,C8H17,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),1.5086,1.7535,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCC.[Br-].[Br-],cationic gemini,25.0
60,C9H19,C9H19,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),1.7447,2.0673,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
61,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),2.0757,2.3812,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
62,C11H23,C11H23,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),2.5229,2.6953,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
63,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),2.9586,3.0736,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
64,C13H27,C13H27,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),3.4815,3.3698,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
65,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),3.9208,3.6852,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
66,C15H31,C15H31,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),4.3665,3.956,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
67,C16H33,C16H33,(CH3)2N+,(CH3)2N+,(C2H4)2N(CH3),4.9208,4.3174,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCNC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
68,C8H17,C8H17,(CH3)2N+,(CH3)2N+,(C2H4)2O,1.3565,1.5352,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCC.[Br-].[Br-],cationic gemini,25.0
69,C9H19,C9H19,(CH3)2N+,(CH3)2N+,(C2H4)2O,1.6576,1.8524,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
70,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(C2H4)2O,2.1135,2.1694,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
71,C11H23,C11H23,(CH3)2N+,(CH3)2N+,(C2H4)2O,2.585,2.4863,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
72,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4)2O,3,2.8034,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
73,C13H27,C13H27,(CH3)2N+,(CH3)2N+,(C2H4)2O,3.4202,3.1208,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
74,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(C2H4)2O,3.7212,3.4384,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
75,C16H33,C16H33,(CH3)2N+,(CH3)2N+,(C2H4)2O,3.1938,4.0744,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCC[N+](C)(C)CCCCO[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
76,C6H13,C6H13,(CH3)2N+,(CH3)2N+,(C2H4)2S,0.8861,1.2018,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCC.[Br-].[Br-],cationic gemini,25.0
77,C8H17,C8H17,(CH3)2N+,(CH3)2N+,(C2H4)2S,1.4318,1.8392,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],cationic gemini,25.0
78,C10H21,C10H21,(CH3)2N+,(CH3)2N+,(C2H4)2S,2.2076,2.4733,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
79,C12H25,C12H25,(CH3)2N+,(CH3)2N+,(C2H4)2S,3.0177,3.1074,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
80,C14H29,C14H29,(CH3)2N+,(CH3)2N+,(C2H4)2S,4,3.7424,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
81,C16H33,C16H33,(CH3)2N+,(CH3)2N+,(C2H4)2S,5.0132,4.3784,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
82,C18H37,C18H37,(CH3)2N+,(CH3)2N+,(C2H4)2S,6,4.7115,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCCCCCCCCCC[N+](C)(C)CCSCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
83,C10H21,C10H21,(CH3)2N+,(CH3)2N+,CH2C≡CCH2,2.857,2.006,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],cationic gemini,25.0
84,C8H17,C8H17,(CH3)2N+,(CH3)2N+,CH2C≡CCH2,1.5935,1.3858,gemini,10.1016/j.chemosphere.2011.05.031,"electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",CCCCCCCC[N+](C)(C)CC#CC[N+](C)(C)CCCCCCCC.[Br-].[Br-],cationic gemini,25.0
85,C12H25,C12H25,C[N+]1(C)CCCCC1,C[N+]1(C)CCCCC1,CH2C≡CCH2,3.0506,3.1232,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
86,C12H25,C12H25,C[N+]1(C)CCCC1,C[N+]1(C)CCCC1,CH2C≡CCH2,3.041,2.7769,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
87,C8H17,C8H17,C[N+]1(C)CCCC1,C[N+]1(C)CCCC1,CH2C≡CCH2,1.4634,1.5266,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
88,C8H17,C8H17,C[N+]1(C)CCCCC1,C[N+]1(C)CCCCC1,CH2C≡CCH2,1.3206,1.873,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
89,C10H21,C10H21,C[N+]1(C)CCCC1,C[N+]1(C)CCCC1,CH2C≡CCH2,2.2757,2.1504,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
90,C10H21,C10H21,C[N+]1(C)CCCCC1,C[N+]1(C)CCCCC1,CH2C≡CCH2,2.2248,1.873,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
91,C14H29,C14H29,C[N+]1(C)CCCC1,C[N+]1(C)CCCC1,CH2C≡CCH2,3.8861,3.4061,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
92,C8H17,C8H17,(CH3)2N+,(CH3)2N+,C1=C(CC)C=CC=C1CC,1.6459,1.4512,gemini,10.1016/j.chemosphere.2011.05.031,"Empty values are graphically represented structures in the table.! Electrical conductivity of surfactant solutions with varying concentration on a conductometer at 25 °. Representative structures of the B–CmHn means branched alkyl Gemini surfactants, E–CmO represents esterquat Gemini surfactants with the formula: [H2m−1Cm−1COOCH2CH2(CH3)2N+(CH2)nN+(CH3)2CH2CH2OOCCm−1H2m−1]2Br−.",not digitised,cationic gemini,25.0
