SMILES,Surfactant_Type,Temp_Celsius,IUPAC_name,InChI,InChIKey,Molecular_Weight,AW_ST_CMC,Ref_AW_ST_CMC
CCCCCCOCCOCCOCCO,non-ionic,25,,"InChI=1S/C12H26O4/c1-3-5-6-7-8-15-16-12-11-14-10-9-13-4-2/h3-12H2,1-2H3",VVUNHXSCHYJKKZ-UHFFFAOYSA-N,234.1831093,30.4,10.1021/acs.jpcc.9b01522
