identifier,Temp_Celsius,Pi_CMC,pC20,source_doi,reference_doi,SMILES,method,CMC,Gamma_max,Area_min,pCMC,C20,Molecular_Weight,InChI
C10BT,25,40.1,4.82,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],tensiometry,0.001598,1.5940000000000001e-06,1.0415,2.7964232250220276,1.5135612484362071e-05,377.455,"InChI=1S/C19H41N2.BrH/c1-5-7-9-10-11-12-13-14-18-21(3,4)19-15-17-20-16-8-6-2;/h16H,5-15,17-19H2,1-4H3;1H/q+1;/p-1"
C10BT,40,39.86,4.94,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],tensiometry,0.0010436,1.435e-06,1.1567,2.981465929571817,1.1481536214968817e-05,377.455,"InChI=1S/C19H41N2.BrH/c1-5-7-9-10-11-12-13-14-18-21(3,4)19-15-17-20-16-8-6-2;/h16H,5-15,17-19H2,1-4H3;1H/q+1;/p-1"
C10BT,60,37.82,5.57,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCC.[Br-],tensiometry,0.000303,1.2829999999999998e-06,1.2938999999999998,3.518557371497695,2.6915348039269138e-06,377.455,"InChI=1S/C19H41N2.BrH/c1-5-7-9-10-11-12-13-14-18-21(3,4)19-15-17-20-16-8-6-2;/h16H,5-15,17-19H2,1-4H3;1H/q+1;/p-1"
C12BT,25,41.79,5.23,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],tensiometry,0.000771,1.492e-06,1.1127,3.1129456219490432,5.888436553555884e-06,405.50900000000007,"InChI=1S/C21H45N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-20-23(3,4)21-17-19-22-18-8-6-2;/h18H,5-17,19-21H2,1-4H3;1H/q+1;/p-1"
C12BT,40,40.21,5.49,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],tensiometry,0.0003845,1.333e-06,1.2459,3.4151036558625503,3.235936569296281e-06,405.50900000000007,"InChI=1S/C21H45N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-20-23(3,4)21-17-19-22-18-8-6-2;/h18H,5-17,19-21H2,1-4H3;1H/q+1;/p-1"
C12BT,60,38.73,6.02,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCC.[Br-],tensiometry,0.000184,1.213e-06,1.3691,3.7351821769904636,9.549925860214369e-07,405.50900000000007,"InChI=1S/C21H45N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-20-23(3,4)21-17-19-22-18-8-6-2;/h18H,5-17,19-21H2,1-4H3;1H/q+1;/p-1"
C16BT,25,34.29,6.0,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],tensiometry,8.41e-05,1.3569999999999999e-06,1.2231999999999998,4.075204004202088,1e-06,461.61700000000025,"InChI=1S/C25H53N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-17-18-19-20-24-27(3,4)25-21-23-26-22-8-6-2;/h22H,5-21,23-25H2,1-4H3;1H/q+1;/p-1"
C16BT,40,33.44,6.2,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],tensiometry,5.5100000000000004e-05,1.155e-06,1.4382,4.258848401148215,6.30957344480193e-07,461.61700000000025,"InChI=1S/C25H53N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-17-18-19-20-24-27(3,4)25-21-23-26-22-8-6-2;/h22H,5-21,23-25H2,1-4H3;1H/q+1;/p-1"
C16BT,60,33.27,6.44,10.1016/j.jiec.2014.01.020,,CCCC=NCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],tensiometry,2.55e-05,1.067e-06,1.5558,4.5934598195660445,3.63078054770101e-07,461.61700000000025,"InChI=1S/C25H53N2.BrH/c1-5-7-9-10-11-12-13-14-15-16-17-18-19-20-24-27(3,4)25-21-23-26-22-8-6-2;/h22H,5-21,23-25H2,1-4H3;1H/q+1;/p-1"
