identifier,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,pCMC,Molecular_Weight,InChI
DTAB,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.015,1.8239087409443189,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
DTAC,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)C.[Cl-],0.022,1.6575773191777938,263.89699999999993,"InChI=1S/C15H34N.ClH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
12-2-12 2Br-,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)CC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.0008399999999999999,3.0757207139381184,614.6800000000005,"InChI=1S/C30H66N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-31(3,4)29-30-32(5,6)28-26-24-22-20-18-16-14-12-10-8-2;;/h7-30H2,1-6H3;2*1H/q+2;;/p-2"
12-3-12 2Br-,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],0.0009599999999999999,3.0177287669604316,628.7070000000004,"InChI=1S/C31H68N2.2BrH/c1-7-9-11-13-15-17-19-21-23-25-28-32(3,4)30-27-31-33(5,6)29-26-24-22-20-18-16-14-12-10-8-2;;/h7-31H2,1-6H3;2*1H/q+2;;/p-2"
12-3-12 2Cl-,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-],0.00185,2.7328282715969863,539.8050000000004,"InChI=1S/C31H68N2.2ClH/c1-7-9-11-13-15-17-19-21-23-25-28-32(3,4)30-27-31-33(5,6)29-26-24-22-20-18-16-14-12-10-8-2;;/h7-31H2,1-6H3;2*1H/q+2;;/p-2"
12-3-12-3-12 3Br-,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-].[Br-],0.00016,3.795880017344075,949.0659999999998,"InChI=1S/C47H102N3.3BrH/c1-9-12-15-18-21-24-27-30-33-36-41-48(4,5)43-39-46-50(8,45-38-35-32-29-26-23-20-17-14-11-3)47-40-44-49(6,7)42-37-34-31-28-25-22-19-16-13-10-2;;;/h9-47H2,1-8H3;3*1H/q+3;;;/p-3"
12-3-12-3-12 3Cl-,25.0,10.1021/la00010a018,,CCCCCCCCCCCC[N+](C)(C)CCC[N+](C)(CCCCCCCCCCCC)CCC[N+](C)(C)CCCCCCCCCCCC.[Cl-].[Cl-].[Cl-],0.00033,3.4814860601221125,815.7129999999997,"InChI=1S/C47H102N3.3ClH/c1-9-12-15-18-21-24-27-30-33-36-41-48(4,5)43-39-46-50(8,45-38-35-32-29-26-23-20-17-14-11-3)47-40-44-49(6,7)42-37-34-31-28-25-22-19-16-13-10-2;;;/h9-47H2,1-8H3;3*1H/q+3;;;/p-3"
