identifier,AW_ST_CMC,method,source_doi,reference_doi,SMILES,Temp_Celsius,CMC,Gamma_max,Area_min,pCMC,Molecular_Weight,InChI
C9F19AM,14.58,tensiometry,10.1016/j.apsusc.2017.10.012,,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.00023,1.141988710377768e-05,0.1454076605209646,3.638272163982407,598.2439999999997,"InChI=1S/C15H13F19N2O/c1-36(2)5-3-4-35-6(37)7(16,17)8(18,19)9(20,21)10(22,23)11(24,25)12(26,27)13(28,29)14(30,31)15(32,33)34/h3-5H2,1-2H3,(H,35,37)"
C9F19AM,,fluorimetry,10.1016/j.apsusc.2017.10.012,,CN(C)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.00032,,,3.494850021680094,598.2439999999997,"InChI=1S/C15H13F19N2O/c1-36(2)5-3-4-35-6(37)7(16,17)8(18,19)9(20,21)10(22,23)11(24,25)12(26,27)13(28,29)14(30,31)15(32,33)34/h3-5H2,1-2H3,(H,35,37)"
C9F19AE,15.37,tensiometry,10.1016/j.apsusc.2017.10.012,,CCN(CC)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.00011999999999999999,7.164567954841511e-06,0.23177099828493145,3.9208187539523753,626.2979999999995,"InChI=1S/C17H17F19N2O/c1-3-38(4-2)7-5-6-37-8(39)9(18,19)10(20,21)11(22,23)12(24,25)13(26,27)14(28,29)15(30,31)16(32,33)17(34,35)36/h3-7H2,1-2H3,(H,37,39)"
C9F19AE,,fluorimetry,10.1016/j.apsusc.2017.10.012,,CCN(CC)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.00015,,,3.8239087409443187,626.2979999999995,"InChI=1S/C17H17F19N2O/c1-3-38(4-2)7-5-6-37-8(39)9(18,19)10(20,21)11(22,23)12(24,25)13(26,27)14(28,29)15(30,31)16(32,33)17(34,35)36/h3-7H2,1-2H3,(H,37,39)"
C9F19AB,16.14,tensiometry,10.1016/j.apsusc.2017.10.012,,CCCCN(CCCC)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.0025800000000000003,2.1710811984368217e-06,0.7648442943402737,2.58838029403677,682.4059999999993,"InChI=1S/C21H25F19N2O/c1-3-5-9-42(10-6-4-2)11-7-8-41-12(43)13(22,23)14(24,25)15(26,27)16(28,29)17(30,31)18(32,33)19(34,35)20(36,37)21(38,39)40/h3-11H2,1-2H3,(H,41,43)"
C9F19AB,,fluorimetry,10.1016/j.apsusc.2017.10.012,,CCCCN(CCCC)CCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,25.0,0.0028399999999999996,,,2.5466816599529625,682.4059999999993,"InChI=1S/C21H25F19N2O/c1-3-5-9-42(10-6-4-2)11-7-8-41-12(43)13(22,23)14(24,25)15(26,27)16(28,29)17(30,31)18(32,33)19(34,35)20(36,37)21(38,39)40/h3-11H2,1-2H3,(H,41,43)"
