identifier,Area_min,CMC,AW_ST_CMC,Temp_Celsius,source_doi,reference_doi,SMILES,method,pCMC,Molecular_Weight,InChI
2xC10E-Br,0.47,0.005,35,21.85,10.1016/j.colsurfa.2015.01.050,,CCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCC.[Br-],tensiometry,2.3010299956639813,550.6630000000005,"InChI=1S/C28H56NO4.BrH/c1-5-7-9-11-13-15-17-19-25-32-27(30)21-23-29(3,4)24-22-28(31)33-26-20-18-16-14-12-10-8-6-2;/h5-26H2,1-4H3;1H/q+1;/p-1"
2xC12E-Br,0.49,0.00015,45,21.85,10.1016/j.colsurfa.2015.01.050,,CCCCCCCCCCCCOC(=O)CC[N+](C)(C)CCC(=O)OCCCCCCCCCCCC.[Br-],tensiometry,3.8239087409443187,606.7710000000006,"InChI=1S/C32H64NO4.BrH/c1-5-7-9-11-13-15-17-19-21-23-29-36-31(34)25-27-33(3,4)28-26-32(35)37-30-24-22-20-18-16-14-12-10-8-6-2;/h5-30H2,1-4H3;1H/q+1;/p-1"
2xC8A-Br,0.49,0.003,25,21.85,10.1016/j.colsurfa.2015.01.050,,CCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCC.[Br-],tensiometry,2.5228787452803374,492.58700000000033,"InChI=1S/C24H49N3O2.BrH/c1-5-7-9-11-13-15-19-25-23(28)17-21-27(3,4)22-18-24(29)26-20-16-14-12-10-8-6-2;/h5-22H2,1-4H3,(H-,25,26,28,29);1H"
2xC10A-Br,0.49,0.0001,25,21.85,10.1016/j.colsurfa.2015.01.050,,CCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCC.[Br-],tensiometry,4.0,548.6950000000005,"InChI=1S/C28H57N3O2.BrH/c1-5-7-9-11-13-15-17-19-23-29-27(32)21-25-31(3,4)26-22-28(33)30-24-20-18-16-14-12-10-8-6-2;/h5-26H2,1-4H3,(H-,29,30,32,33);1H"
2xC12A-Br,0.44,8e-05,27,21.85,10.1016/j.colsurfa.2015.01.050,,CCCCCCCCCCCCNC(=O)CC[N+](C)(C)CCC(=O)NCCCCCCCCCCCC.[Br-],tensiometry,4.096910013008056,604.8030000000006,"InChI=1S/C32H65N3O2.BrH/c1-5-7-9-11-13-15-17-19-21-23-27-33-31(36)25-29-35(3,4)30-26-32(37)34-28-24-22-20-18-16-14-12-10-8-6-2;/h5-30H2,1-4H3,(H-,33,34,36,37);1H"
