identifier,CMC,AW_ST_CMC,F x 10^20/ m2,source_doi,SMILES,reference_doi,Temp_Celsius,method,Molecular_Weight,InChI,Gamma_max,Area_min,pCMC
XIX,0.044,,,10.1016/0021-9797(86)90417-0,CCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],,20,,574.5710000000004,"InChI=1S/C26H58N2O.2BrH/c1-7-9-11-13-15-17-21-27(3,4)23-19-25-29-26-20-24-28(5,6)22-18-16-14-12-10-8-2;;/h7-26H2,1-6H3;2*1H/q+2;;/p-2",,,1.3565473235138126
XX,0.022,,,10.1016/0021-9797(86)90417-0,CCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCC.[Br-].[Br-],,20,,602.6250000000005,"InChI=1S/C28H62N2O.2BrH/c1-7-9-11-13-15-17-19-23-29(3,4)25-21-27-31-28-22-26-30(5,6)24-20-18-16-14-12-10-8-2;;/h7-28H2,1-6H3;2*1H/q+2;;/p-2",,,1.6575773191777938
XXI,0.0077,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],,20,,630.6790000000005,"InChI=1S/C30H66N2O.2BrH/c1-7-9-11-13-15-17-19-21-25-31(3,4)27-23-29-33-30-24-28-32(5,6)26-22-20-18-16-14-12-10-8-2;;/h7-30H2,1-6H3;2*1H/q+2;;/p-2",,,2.113509274827518
XXII,0.0026,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCCC.[Br-].[Br-],,20,,658.7330000000006,"InChI=1S/C32H70N2O.2BrH/c1-7-9-11-13-15-17-19-21-23-27-33(3,4)29-25-31-35-32-26-30-34(5,6)28-24-22-20-18-16-14-12-10-8-2;;/h7-32H2,1-6H3;2*1H/q+2;;/p-2",,,2.5850266520291822
XXIII,0.001,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],,20,,686.7870000000006,"InChI=1S/C34H74N2O.2BrH/c1-7-9-11-13-15-17-19-21-23-25-29-35(3,4)31-27-33-37-34-28-32-36(5,6)30-26-24-22-20-18-16-14-12-10-8-2;;/h7-34H2,1-6H3;2*1H/q+2;;/p-2",,,3.0
XXIV,0.00038,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCCCCC.[Br-].[Br-],,20,,714.8410000000005,"InChI=1S/C36H78N2O.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-31-37(3,4)33-29-35-39-36-30-34-38(5,6)32-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-36H2,1-6H3;2*1H/q+2;;/p-2",,,3.42021640338319
XXV,0.00019,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],,20,,742.8950000000003,"InChI=1S/C38H82N2O.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-33-39(3,4)35-31-37-41-38-32-36-40(5,6)34-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-38H2,1-6H3;2*1H/q+2;;/p-2",,,3.721246399047171
XXVI,6.4e-05,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCCCCC[N+](C)(C)CCCOCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],,20,,799.003,"InChI=1S/C42H90N2O.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37-43(3,4)39-35-41-45-42-36-40-44(5,6)38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-42H2,1-6H3;2*1H/q+2;;/p-2",,,4.1938200260161125
XXVII,0.13,,,10.1016/0021-9797(86)90417-0,CCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCC.[Br-].[Br-],,20,,534.5310000000002,"InChI=1S/C22H50N2S.2BrH/c1-7-9-11-13-17-23(3,4)19-15-21-25-22-16-20-24(5,6)18-14-12-10-8-2;;/h7-22H2,1-6H3;2*1H/q+2;;/p-2",,,0.8860566476931632
XXVIII,0.037,,,10.1016/0021-9797(86)90417-0,CCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCC.[Br-].[Br-],,20,,590.6390000000004,"InChI=1S/C26H58N2S.2BrH/c1-7-9-11-13-15-17-21-27(3,4)23-19-25-29-26-20-24-28(5,6)22-18-16-14-12-10-8-2;;/h7-26H2,1-6H3;2*1H/q+2;;/p-2",,,1.431798275933005
XXIX,0.0062,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCCCC.[Br-].[Br-],,20,,646.7470000000005,"InChI=1S/C30H66N2S.2BrH/c1-7-9-11-13-15-17-19-21-25-31(3,4)27-23-29-33-30-24-28-32(5,6)26-22-20-18-16-14-12-10-8-2;;/h7-30H2,1-6H3;2*1H/q+2;;/p-2",,,2.207608310501746
XXX,0.00096,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCCCCCC.[Br-].[Br-],,20,,702.8550000000005,"InChI=1S/C34H74N2S.2BrH/c1-7-9-11-13-15-17-19-21-23-25-29-35(3,4)31-27-33-37-34-28-32-36(5,6)30-26-24-22-20-18-16-14-12-10-8-2;;/h7-34H2,1-6H3;2*1H/q+2;;/p-2",,,3.0177287669604316
XXXI,0.0001,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCCCCCCCC.[Br-].[Br-],,20,,758.9630000000002,"InChI=1S/C38H82N2S.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-33-39(3,4)35-31-37-41-38-32-36-40(5,6)34-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-38H2,1-6H3;2*1H/q+2;;/p-2",,,4.0
XXXII,9.7e-06,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-].[Br-],,20,,815.0709999999998,"InChI=1S/C42H90N2S.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-37-43(3,4)39-35-41-45-42-36-40-44(5,6)38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-42H2,1-6H3;2*1H/q+2;;/p-2",,,5.013228265733755
XXXIII,1e-06,,,10.1016/0021-9797(86)90417-0,CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCSCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-].[Br-],,20,,871.1789999999995,"InChI=1S/C46H98N2S.2BrH/c1-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-37-41-47(3,4)43-39-45-49-46-40-44-48(5,6)42-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-2;;/h7-46H2,1-6H3;2*1H/q+2;;/p-2",,,6.0
