id,SMILES,Canonical SMILES fixed,Ref_CMC
1398,CCCCCCCC[N+](C)(C)CCOCCO.[Br-],CCCCCCCC[N+](C)(C)CCOCCO.[Br-],10.1016/j.molliq.2016.05.088
