identifier,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,pCMC,Molecular_Weight,InChI
C18-C1,33,10.1007/BFb0118160,,CCCCCCCCCCCCCCCC[C@@H](C(=O)OC)S(=O)(=O)[O-].CCCCCCCCCCCCCCCC[C@H](C(=O)OC)S(=O)(=O)[O-].[Na+].[Na+],0.00017999999999999998,3.744727494896694,801.114,"InChI=1S/2C19H38O5S.2Na/c2*1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19(20)24-2)25(21,22)23;;/h2*18H,3-17H2,1-2H3,(H,21,22,23);;/q;;2*+1/p-2/t2*18-;;/m10../s1"
C16-C1,23,10.1007/BFb0118160,,CCCCCCCCCCCCCC[C@@H](C(=O)OC)S(=O)(=O)[O-].CCCCCCCCCCCCCC[C@H](C(=O)OC)S(=O)(=O)[O-].[Na+].[Na+],0.00073,3.136677139879544,745.0060000000004,"InChI=1S/2C17H34O5S.2Na/c2*1-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17(18)22-2)23(19,20)21;;/h2*16H,3-15H2,1-2H3,(H,19,20,21);;/q;;2*+1/p-2/t2*16-;;/m10../s1"
C14-C1,13,10.1007/BFb0118160,,CCCCCCCCCCCC[C@@H](C(=O)OC)S(=O)(=O)[O-].CCCCCCCCCCCC[C@H](C(=O)OC)S(=O)(=O)[O-].[Na+].[Na+],0.0028,2.5528419686577806,688.8980000000006,"InChI=1S/2C15H30O5S.2Na/c2*1-3-4-5-6-7-8-9-10-11-12-13-14(15(16)20-2)21(17,18)19;;/h2*14H,3-13H2,1-2H3,(H,17,18,19);;/q;;2*+1/p-2/t2*14-;;/m10../s1"
C14-C2,25,10.1007/BFb0118160,,CCCCCCCCCCCC[C@@H](C(=O)OCC)S(=O)(=O)[O-].CCCCCCCCCCCC[C@H](C(=O)OCC)S(=O)(=O)[O-].[Na+].[Na+],0.00225,2.6478174818886377,716.9520000000006,"InChI=1S/2C16H32O5S.2Na/c2*1-3-5-6-7-8-9-10-11-12-13-14-15(22(18,19)20)16(17)21-4-2;;/h2*15H,3-14H2,1-2H3,(H,18,19,20);;/q;;2*+1/p-2/t2*15-;;/m10../s1"
C14-C3,25,10.1007/BFb0118160,,CCCCCCCCCCCC[C@@H](C(=O)OCCC)S(=O)(=O)[O-].CCCCCCCCCCCC[C@H](C(=O)OCCC)S(=O)(=O)[O-].[Na+].[Na+],0.00135,2.869666231504994,745.0060000000004,"InChI=1S/2C17H34O5S.2Na/c2*1-3-5-6-7-8-9-10-11-12-13-14-16(23(19,20)21)17(18)22-15-4-2;;/h2*16H,3-15H2,1-2H3,(H,19,20,21);;/q;;2*+1/p-2/t2*16-;;/m10../s1"
C14-C4,25,10.1007/BFb0118160,,CCCCCCCCCCCC[C@@H](C(=O)OCCCC)S(=O)(=O)[O-].CCCCCCCCCCCC[C@H](C(=O)OCCCC)S(=O)(=O)[O-].[Na+].[Na+],0.0009,3.0457574905606752,773.0600000000002,"InChI=1S/2C18H36O5S.2Na/c2*1-3-5-7-8-9-10-11-12-13-14-15-17(24(20,21)22)18(19)23-16-6-4-2;;/h2*17H,3-16H2,1-2H3,(H,20,21,22);;/q;;2*+1/p-2/t2*17-;;/m10../s1"
C14-C5,25,10.1007/BFb0118160,,CCCCCCCCCCCC[C@@H](C(=O)OCCCCC)S(=O)(=O)[O-].CCCCCCCCCCCC[C@H](C(=O)OCCCCC)S(=O)(=O)[O-].[Na+].[Na+],0.00075,3.1249387366083,801.114,"InChI=1S/2C19H38O5S.2Na/c2*1-3-5-7-8-9-10-11-12-13-14-16-18(25(21,22)23)19(20)24-17-15-6-4-2;;/h2*18H,3-17H2,1-2H3,(H,21,22,23);;/q;;2*+1/p-2/t2*18-;;/m10../s1"
