identifier,SMILES,AW_ST_CMC,Temp_Celsius,Gamma max (umol / m2),Area-min,source_doi,reference_doi,InChI,Molecular_Weight,Gamma_max,CMC,pCMC
F4PH3OS,CCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],19.0,27,2.5,0.66,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C14H13F9O4S.2Na/c2*1-2-3-10(27-28(24,25)26)8-4-6-9(7-5-8)11(15,16)12(17,18)13(19,20)14(21,22)23;;/h2*4-7,10H,2-3H2,1H3,(H,24,25,26);;/q;;2*+1/p-2/t2*10-;;/m10../s1",940.5700000000003,2.5e-06,0.007,2.154901959985743
F4PH5OS,CCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],19.0,27,1.7,0.99,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C16H17F9O4S.2Na/c2*1-2-3-4-5-12(29-30(26,27)28)10-6-8-11(9-7-10)13(17,18)14(19,20)15(21,22)16(23,24)25;;/h2*6-9,12H,2-5H2,1H3,(H,26,27,28);;/q;;2*+1/p-2/t2*12-;;/m10../s1",996.678,1.7e-06,0.003,2.5228787452803374
F4PH7OS,CCCCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],20.0,27,1.6,1.04,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C18H21F9O4S.2Na/c2*1-2-3-4-5-6-7-14(31-32(28,29)30)12-8-10-13(11-9-12)15(19,20)16(21,22)17(23,24)18(25,26)27;;/h2*8-11,14H,2-7H2,1H3,(H,28,29,30);;/q;;2*+1/p-2/t2*14-;;/m10../s1",1052.7859999999998,1.6000000000000001e-06,0.0013,2.886056647693163
F6PH3OS,CCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],18.0,27,2.1,0.8,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C16H13F13O4S.2Na/c2*1-2-3-10(33-34(30,31)32)8-4-6-9(7-5-8)11(17,18)12(19,20)13(21,22)14(23,24)15(25,26)16(27,28)29;;/h2*4-7,10H,2-3H2,1H3,(H,30,31,32);;/q;;2*+1/p-2/t2*10-;;/m10../s1",1140.5980000000002,2.1000000000000002e-06,0.0009,3.0457574905606752
F6PH5OS,CCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],20.0,27,1.6,1.04,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C18H17F13O4S.2Na/c2*1-2-3-4-5-12(35-36(32,33)34)10-6-8-11(9-7-10)13(19,20)14(21,22)15(23,24)16(25,26)17(27,28)18(29,30)31;;/h2*6-9,12H,2-5H2,1H3,(H,32,33,34);;/q;;2*+1/p-2/t2*12-;;/m10../s1",1196.7060000000004,1.6000000000000001e-06,0.00034,3.4685210829577446
F6PH7OS,CCCCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],,27,,,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C20H21F13O4S.2Na/c2*1-2-3-4-5-6-7-14(37-38(34,35)36)12-8-10-13(11-9-12)15(21,22)16(23,24)17(25,26)18(27,28)19(29,30)20(31,32)33;;/h2*8-11,14H,2-7H2,1H3,(H,34,35,36);;/q;;2*+1/p-2/t2*14-;;/m10../s1",1252.8140000000003,,,
F8PH3OS,CCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],20.0,27,1.8,0.94,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C18H13F17O4S.2Na/c2*1-2-3-10(39-40(36,37)38)8-4-6-9(7-5-8)11(19,20)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35;;/h2*4-7,10H,2-3H2,1H3,(H,36,37,38);;/q;;2*+1/p-2/t2*10-;;/m10../s1",1340.6260000000007,1.8000000000000001e-06,8e-05,4.096910013008056
F8PH5OS,CCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],,27,,,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C20H17F17O4S.2Na/c2*1-2-3-4-5-12(41-42(38,39)40)10-6-8-11(9-7-10)13(21,22)14(23,24)15(25,26)16(27,28)17(29,30)18(31,32)19(33,34)20(35,36)37;;/h2*6-9,12H,2-5H2,1H3,(H,38,39,40);;/q;;2*+1/p-2/t2*12-;;/m10../s1",1396.7340000000008,,,
F8PH7OS,CCCCCCC[C@@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.CCCCCCC[C@H](OS(=O)(=O)[O-])c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1.[Na+].[Na+],,27,,,10.1016/j.jfluchem.2003.08.007,,"InChI=1S/2C22H21F17O4S.2Na/c2*1-2-3-4-5-6-7-14(43-44(40,41)42)12-8-10-13(11-9-12)15(23,24)16(25,26)17(27,28)18(29,30)19(31,32)20(33,34)21(35,36)22(37,38)39;;/h2*8-11,14H,2-7H2,1H3,(H,40,41,42);;/q;;2*+1/p-2/t2*14-;;/m10../s1",1452.8420000000008,,,
