identifier,AW_ST_CMC,Area_min,pC20,source_doi,SMILES,reference_doi,method,α,β,ΔG0mic (kJ/moL),ΔG0ads (kJ/moL),ΔH0mic (kJ/moL),ΔS0mic (J/moL),TΔS0mic (kJ/moL),Molecular_Weight,InChI,CMC,pCMC,Gamma_max,Temp_Celsius,C20
DHBA-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.487,0.513,–34.6,–50.7,–8.52,82.0,–26.1,370.0210000000001,"InChI=1S/C22H40NO.ClH/c1-4-5-6-7-8-9-10-11-12-15-18-23(2,3)19-21-16-13-14-17-22(21)20-24;/h13-14,16-17,24H,4-12,15,18-20H2,1-3H3;1H/q+1;/p-1",0.009699999999999999,2.0132282657337552,,46.05000000000001,
DHBA-14,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.504,0.496,–38.1,–53.4,–7.29,103.4,–30.8,398.07500000000005,"InChI=1S/C24H44NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-17-20-25(2,3)21-23-18-15-16-19-24(23)22-26;/h15-16,18-19,26H,4-14,17,20-22H2,1-3H3;1H/q+1;/p-1",0.00191,2.7189666327522723,,26.05000000000001,
DHBA-14,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.55,0.45,–37.9,–54.2,–7.55,98.5,–30.3,398.07500000000005,"InChI=1S/C24H44NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-17-20-25(2,3)21-23-18-15-16-19-24(23)22-26;/h15-16,18-19,26H,4-14,17,20-22H2,1-3H3;1H/q+1;/p-1",0.00206,2.6861327796308467,,36.05000000000001,
DHBA-14,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.558,0.442,–38.7,–56.1,–8.00,96.5,–30.7,398.07500000000005,"InChI=1S/C24H44NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-17-20-25(2,3)21-23-18-15-16-19-24(23)22-26;/h15-16,18-19,26H,4-14,17,20-22H2,1-3H3;1H/q+1;/p-1",0.00217,2.6635402661514704,,46.05000000000001,
DHBA-16,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.637,0.363,–41.2,–57.3,–4.23,124.2,–37.0,426.12900000000013,"InChI=1S/C26H48NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-27(2,3)23-25-20-17-18-21-26(25)24-28;/h17-18,20-21,28H,4-16,19,22-24H2,1-3H3;1H/q+1;/p-1",0.00027600000000000004,3.5590909179347823,,26.05000000000001,
DHBA-16,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.651,0.349,–42.1,–59.2,–4.47,122.0,–37.6,426.12900000000013,"InChI=1S/C26H48NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-27(2,3)23-25-20-17-18-21-26(25)24-28;/h17-18,20-21,28H,4-16,19,22-24H2,1-3H3;1H/q+1;/p-1",0.000287,3.5421181032660076,,36.05000000000001,
DHBA-16,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.664,0.336,–42.8,–61.3,–4.72,119.9,–38.1,426.12900000000013,"InChI=1S/C26H48NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-27(2,3)23-25-20-17-18-21-26(25)24-28;/h17-18,20-21,28H,4-16,19,22-24H2,1-3H3;1H/q+1;/p-1",0.0003,3.5228787452803374,,46.05000000000001,
DHBA-18,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.687,0.313,–45.3,–67.0,–3.39,140.7,–41.9,454.1830000000001,"InChI=1S/C28H52NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-29(2,3)25-27-22-19-20-23-28(27)26-30;/h19-20,22-23,30H,4-18,21,24-26H2,1-3H3;1H/q+1;/p-1",4.93e-05,4.30715308072277,,26.05000000000001,
DHBA-18,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.709,0.291,–46.0,–68.8,–3.56,137.8,–42.4,454.1830000000001,"InChI=1S/C28H52NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-29(2,3)25-27-22-19-20-23-28(27)26-30;/h19-20,22-23,30H,4-18,21,24-26H2,1-3H3;1H/q+1;/p-1",5.02e-05,4.29929628285498,,36.05000000000001,
DHBA-18,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.716,0.284,–47.1,–70.8,–3.78,136.2,–43.3,454.1830000000001,"InChI=1S/C28H52NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-29(2,3)25-27-22-19-20-23-28(27)26-30;/h19-20,22-23,30H,4-18,21,24-26H2,1-3H3;1H/q+1;/p-1",5.28e-05,4.277366077466188,,46.05000000000001,
DDBAC-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,conductometry,0.413,0.587,–34.2,–48.9,–10.1,81.1,–24.2,339.995,"InChI=1S/C21H38N.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21;/h13-15,17-18H,4-12,16,19-20H2,1-3H3;1H/q+1;/p-1",0.00915,2.0385789059335515,,26.05000000000001,
DDBAC-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,conductometry,0.504,0.496,–32.9,–50.0,–10.2,73.8,–22.7,339.995,"InChI=1S/C21H38N.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21;/h13-15,17-18H,4-12,16,19-20H2,1-3H3;1H/q+1;/p-1",0.01044,1.9812995013337567,,36.05000000000001,
DDBAC-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,conductometry,0.509,0.491,–33.7,–52.0,–10.8,72.0,–22.9,339.995,"InChI=1S/C21H38N.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21;/h13-15,17-18H,4-12,16,19-20H2,1-3H3;1H/q+1;/p-1",0.01087,1.9637704559137055,,46.05000000000001,
