identifier,AW_ST_CMC,Area_min,pC20,source_doi,SMILES,reference_doi,method,α,β,ΔG0mic (kJ/moL),ΔG0ads (kJ/moL),ΔH0mic (kJ/moL),ΔS0mic (J/moL),TΔS0mic (kJ/moL),Molecular_Weight,InChI,CMC,pCMC,Gamma_max,Temp_Celsius,C20
DHBA-12,42.0,0.76,2.505,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,tensiometry,,,,,,,,370.0210000000001,"InChI=1S/C22H40NO.ClH/c1-4-5-6-7-8-9-10-11-12-15-18-23(2,3)19-21-16-13-14-17-22(21)20-24;/h13-14,16-17,24H,4-12,15,18-20H2,1-3H3;1H/q+1;/p-1",0.00839,2.0762380391712996,2.1899999999999998e-06,26.05000000000001,0.0031260793671239557
DHBA-14,42.0,0.85,3.289,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,tensiometry,,,,,,,,398.07500000000005,"InChI=1S/C24H44NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-17-20-25(2,3)21-23-18-15-16-19-24(23)22-26;/h15-16,18-19,26H,4-14,17,20-22H2,1-3H3;1H/q+1;/p-1",0.0014299999999999998,2.844663962534938,1.96e-06,26.05000000000001,0.0005140436515824259
DHBA-16,42.3,0.89,4.043,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,tensiometry,,,,,,,,426.12900000000013,"InChI=1S/C26H48NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-19-22-27(2,3)23-25-20-17-18-21-26(25)24-28;/h17-18,20-21,28H,4-16,19,22-24H2,1-3H3;1H/q+1;/p-1",0.00025,3.6020599913279625,1.85e-06,26.05000000000001,9.057326008981998e-05
DHBA-18,43.2,1.25,5.039,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,tensiometry,,,,,,,,454.1830000000001,"InChI=1S/C28H52NO.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-21-24-29(2,3)25-27-22-19-20-23-28(27)26-30;/h19-20,22-23,30H,4-18,21,24-26H2,1-3H3;1H/q+1;/p-1",4.9000000000000005e-05,4.309803919971486,1.33e-06,26.05000000000001,9.141132414702508e-06
DDBAC-12,38.0,1.01,2.85,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,tensiometry,,,,,,,,339.995,"InChI=1S/C21H38N.ClH/c1-4-5-6-7-8-9-10-11-12-16-19-22(2,3)20-21-17-14-13-15-18-21;/h13-15,17-18H,4-12,16,19-20H2,1-3H3;1H/q+1;/p-1",0.0091,2.0409586076789066,1.64e-06,26.05000000000001,0.001412537544622754
DDBAC-14,39.2,1.05,3.368,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,tensiometry,,,,,,,,368.049,"InChI=1S/C23H42N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-18-21-24(2,3)22-23-19-16-15-17-20-23;/h15-17,19-20H,4-14,18,21-22H2,1-3H3;1H/q+1;/p-1",0.0019,2.721246399047171,1.59e-06,26.05000000000001,0.00042854852039743966
DDBAC-16,39.6,1.14,4.134,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,tensiometry,,,,,,,,396.10300000000007,"InChI=1S/C25H46N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-20-23-26(2,3)24-25-21-18-17-19-22-25;/h17-19,21-22H,4-16,20,23-24H2,1-3H3;1H/q+1;/p-1",0.0004,3.3979400086720375,1.46e-06,26.05000000000001,7.345138681571143e-05
DDBAC-18,40.3,1.35,5.136,10.1007/s11743-015-1706-6,CCCCCCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1.[Cl-],,tensiometry,,,,,,,,424.15700000000004,"InChI=1S/C27H50N.ClH/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-22-25-28(2,3)26-27-23-20-19-21-24-27;/h19-21,23-24H,4-18,22,25-26H2,1-3H3;1H/q+1;/p-1",5.3e-05,4.275724130399211,1.23e-06,26.05000000000001,7.311390834834172e-06
DHBA-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.462,0.538,–33.5,–47.2,–7.61,86.9,–25.9,370.0210000000001,"InChI=1S/C22H40NO.ClH/c1-4-5-6-7-8-9-10-11-12-15-18-23(2,3)19-21-16-13-14-17-22(21)20-24;/h13-14,16-17,24H,4-12,15,18-20H2,1-3H3;1H/q+1;/p-1",0.00848,2.0716041477432863,,26.05000000000001,
DHBA-12,,,,10.1007/s11743-015-1706-6,CCCCCCCCCCCC[N+](C)(C)Cc1ccccc1CO.[Cl-],,conductometry,0.478,0.522,–34.0,–49.0,–8.04,84.2,–26.0,370.0210000000001,"InChI=1S/C22H40NO.ClH/c1-4-5-6-7-8-9-10-11-12-15-18-23(2,3)19-21-16-13-14-17-22(21)20-24;/h13-14,16-17,24H,4-12,15,18-20H2,1-3H3;1H/q+1;/p-1",0.00903,2.0443122496864943,,36.05000000000001,
