identifier,method,AW_ST_CMC,Area_min,Temp_Celsius,source_doi,reference_doi,SMILES,CMC,pCMC,Molecular_Weight,InChI
AA12DB,tensiometry,39.48,0.56,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],0.00884,2.053547734986927,334.38599999999985,"InChI=1S/C17H36N.BrH/c1-5-7-8-9-10-11-12-13-14-15-17-18(3,4)16-6-2;/h6H,2,5,7-17H2,1,3-4H3;1H/q+1;/p-1"
AA16DB,tensiometry,34.0,0.63,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],0.00064,3.193820026016113,390.494,"InChI=1S/C21H44N.BrH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-21-22(3,4)20-6-2;/h6H,2,5,7-21H2,1,3-4H3;1H/q+1;/p-1"
AA18DB,tensiometry,33.17,1.14,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],0.00019,3.721246399047171,418.5480000000001,"InChI=1S/C23H48N.BrH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24(3,4)22-6-2;/h6H,2,5,7-23H2,1,3-4H3;1H/q+1;/p-1"
C12H25(CH3)3Brc,tensiometry,42.0,0.57,25,10.1080/01932690701688458,10.1016/S0927-7757(01)01106-2,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.005,2.3010299956639813,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
C12H25(CH3)3Brc,tensiometry,,,25,10.1080/01932690701688458,10.1021/jp9506494,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
AA12DB,fluorimetry,,,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCC.[Br-],0.00985,2.0065637695023884,334.38599999999985,"InChI=1S/C17H36N.BrH/c1-5-7-8-9-10-11-12-13-14-15-17-18(3,4)16-6-2;/h6H,2,5,7-17H2,1,3-4H3;1H/q+1;/p-1"
AA16DB,fluorimetry,,,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCCCCCC.[Br-],0.00025,3.6020599913279625,390.494,"InChI=1S/C21H44N.BrH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-21-22(3,4)20-6-2;/h6H,2,5,7-21H2,1,3-4H3;1H/q+1;/p-1"
AA18DB,fluorimetry,,,25,10.1080/01932690701688458,,C=CC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Br-],0.00015,3.8239087409443187,418.5480000000001,"InChI=1S/C23H48N.BrH/c1-5-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-23-24(3,4)22-6-2;/h6H,2,5,7-23H2,1,3-4H3;1H/q+1;/p-1"
C12H25(CH3)3Brc,fluorimetry,,,25,10.1080/01932690701688458,10.1016/S0927-7757(01)01106-2,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
C12H25(CH3)3Brc,fluorimetry,,,25,10.1080/01932690701688458,10.1021/jp9506494,CCCCCCCCCCCC[N+](C)(C)C.[Br-],,,308.34799999999996,"InChI=1S/C15H34N.BrH/c1-5-6-7-8-9-10-11-12-13-14-15-16(2,3)4;/h5-15H2,1-4H3;1H/q+1;/p-1"
