identifier,source_doi,reference_doi,SMILES,Temp_Celsius,method,CMC,pCMC,Molecular_Weight,InChI
α-Smy.iPr,10.5650/jos.51.715,,CCCCCCCCCCCCC(C(=O)OC(C)C)S(=O)(=O)[O-].[Na+],30.0,tensiometry,0.0014,2.853871964321762,372.5030000000001,"InChI=1S/C17H34O5S.Na/c1-4-5-6-7-8-9-10-11-12-13-14-16(23(19,20)21)17(18)22-15(2)3;/h15-16H,4-14H2,1-3H3,(H,19,20,21);/q;+1/p-1"
FC6-HC4,10.5650/jos.51.715,,CCCCC(C(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1)S(=O)(=O)[O-].[Na+],30.0,tensiometry,0.00062,3.207608310501746,596.3370000000001,"InChI=1S/C18H15F13O4S.Na/c1-2-3-4-11(36(33,34)35)12(32)9-5-7-10(8-6-9)13(19,20)14(21,22)15(23,24)16(25,26)17(27,28)18(29,30)31;/h5-8,11H,2-4H2,1H3,(H,33,34,35);/q;+1/p-1"
